0 0 -0.00035 1.00095
1e-06 0 -0.00035 1.00539
2e-06 0 -0.00035 1.00223
3e-06 0 -0.00035 0.997394
4e-06 0 -0.00035 1.00432
5e-06 0 -0.00035 1.00559
6e-06 0 -0.00035 0.992659
7e-06 0 -0.00035 0.998459
0 1e-06 -0.00035 0.999583
1e-06 1e-06 -0.00035 0.997936
2e-06 1e-06 -0.00035 0.999548
3e-06 1e-06 -0.00035 0.997638
4e-06 1e-06 -0.00035 1.00047
5e-06 1e-06 -0.00035 1.00596
6e-06 1e-06 -0.00035 0.9963
7e-06 1e-06 -0.00035 0.997374
0 2e-06 -0.00035 0.996628
1e-06 2e-06 -0.00035 0.998329
2e-06 2e-06 -0.00035 1.00194
3e-06 2e-06 -0.00035 0.997678
4e-06 2e-06 -0.00035 0.999831
5e-06 2e-06 -0.00035 1.00052
6e-06 2e-06 -0.00035 1.00032
7e-06 2e-06 -0.00035 0.998319
0 3e-06 -0.00035 0.999563
1e-06 3e-06 -0.00035 1.0027
2e-06 3e-06 -0.00035 0.999413
3e-06 3e-06 -0.00035 1.0021
4e-06 3e-06 -0.00035 1.00394
5e-06 3e-06 -0.00035 1.00146
6e-06 3e-06 -0.00035 0.999961
7e-06 3e-06 -0.00035 0.996728
0 4e-06 -0.00035 0.996996
1e-06 4e-06 -0.00035 1.00095
2e-06 4e-06 -0.00035 0.996355
3e-06 4e-06 -0.00035 0.997519
4e-06 4e-06 -0.00035 1.00013
5e-06 4e-06 -0.00035 1.00452
6e-06 4e-06 -0.00035 1
7e-06 4e-06 -0.00035 0.995007
0 5e-06 -0.00035 0.997822
1e-06 5e-06 -0.00035 0.9992
2e-06 5e-06 -0.00035 1.00043
3e-06 5e-06 -0.00035 0.999319
4e-06 5e-06 -0.00035 1.00071
5e-06 5e-06 -0.00035 1.00282
6e-06 5e-06 -0.00035 1.00093
7e-06 5e-06 -0.00035 1.00102
0 6e-06 -0.00035 0.999195
1e-06 6e-06 -0.00035 0.999612
2e-06 6e-06 -0.00035 1.00466
3e-06 6e-06 -0.00035 1.00072
4e-06 6e-06 -0.00035 0.999682
5e-06 6e-06 -0.00035 0.997404
6e-06 6e-06 -0.00035 0.995609
7e-06 6e-06 -0.00035 0.997543
0 7e-06 -0.00035 1.00043
1e-06 7e-06 -0.00035 1.00318
2e-06 7e-06 -0.00035 1.00078
3e-06 7e-06 -0.00035 0.996718
4e-06 7e-06 -0.00035 0.998996
5e-06 7e-06 -0.00035 1.00081
6e-06 7e-06 -0.00035 0.999742
7e-06 7e-06 -0.00035 0.995474
