"Velocities","Coverage0","Coverage1","Coverage2","Coverage3","Coverage4","Coverage5","Coverage6","Coverage7","Coverage8","Coverage9","Coverage10","Coverage11","Points:0","Points:1","Points:2"
0.34702,0.00080144,1.3289e-05,0.00011773,0.98941,0.010476,0.80144,0.96137,0.99021,0.99021,0.00010444,0.0096883,0,0.01,2.3958,134.81
0.35454,0.00081881,1.364e-05,0.00011876,0.98934,0.010542,0.81881,0.96134,0.99016,0.99016,0.00010512,0.0097365,0,0.01,2.3958,135
0.35472,0.0008192,1.3646e-05,0.00011876,0.98934,0.010542,0.8192,0.96133,0.99016,0.99016,0.00010512,0.0097365,0,0.01,2.3958,135.01
0.35148,0.00081174,1.357e-05,0.00011923,0.98931,0.010574,0.81174,0.96132,0.99012,0.99012,0.00010566,0.0097754,0,0.01,2.3958,135.2
0.3513,0.00081132,1.3566e-05,0.00011925,0.98931,0.010575,0.81132,0.96132,0.99012,0.99012,0.00010569,0.0097774,0,0.01,2.3958,135.21
0.34954,0.00080725,1.3495e-05,0.00011915,0.98931,0.010569,0.80725,0.96123,0.99012,0.99012,0.00010566,0.0097755,0,0.01,2.3958,135.4
0.34945,0.00080703,1.3491e-05,0.00011915,0.98931,0.010569,0.80703,0.96123,0.99012,0.99012,0.00010566,0.0097753,0,0.01,2.3958,135.41
0.34992,0.00080813,1.3451e-05,0.00011845,0.98936,0.010523,0.80813,0.96132,0.99017,0.99017,0.000105,0.0097284,0,0.01,2.3958,135.6
0.34997,0.00080825,1.3453e-05,0.00011846,0.98936,0.010524,0.80825,0.96132,0.99017,0.99017,0.00010501,0.0097289,0,0.01,2.3958,135.61
0.35126,0.00081122,1.3553e-05,0.00011912,0.98931,0.010566,0.81122,0.96118,0.99013,0.99013,0.00010556,0.0097686,0,0.01,2.3958,135.8
0.35122,0.00081113,1.3554e-05,0.00011914,0.98931,0.010568,0.81113,0.96117,0.99012,0.99012,0.00010558,0.0097702,0,0.01,2.3958,135.81
0.34416,0.00079483,1.3326e-05,0.00011944,0.98929,0.010589,0.79483,0.96079,0.99009,0.99009,0.00010611,0.0098078,0,0.01,2.3958,136
0.3441,0.0007947,1.3325e-05,0.00011945,0.98929,0.01059,0.7947,0.9608,0.99009,0.99009,0.00010612,0.0098086,0,0.01,2.3958,136.01
0.34731,0.0008021,1.3475e-05,0.00011988,0.98926,0.010617,0.8021,0.96079,0.99006,0.99006,0.00010641,0.0098288,0,0.01,2.3958,136.2
0.34732,0.00080212,1.3477e-05,0.00011989,0.98926,0.010618,0.80212,0.96079,0.99006,0.99006,0.00010642,0.0098297,0,0.01,2.3958,136.21
0.34801,0.00080372,1.3489e-05,0.00011975,0.98927,0.010608,0.80372,0.96072,0.99008,0.99008,0.00010626,0.0098181,0,0.01,2.3958,136.4
0.34811,0.00080394,1.3493e-05,0.00011975,0.98927,0.010609,0.80394,0.96072,0.99008,0.99008,0.00010626,0.0098183,0,0.01,2.3958,136.41
0.34818,0.00080411,1.3535e-05,0.00012024,0.98924,0.010641,0.80411,0.96078,0.99004,0.99004,0.0001067,0.0098501,0,0.01,2.3958,136.6
0.34833,0.00080446,1.354e-05,0.00012023,0.98924,0.01064,0.80446,0.96078,0.99004,0.99004,0.00010669,0.0098492,0,0.01,2.3958,136.61
0.35112,0.0008109,1.3607e-05,0.00011983,0.98927,0.010613,0.8109,0.96074,0.99008,0.99008,0.00010623,0.009816,0,0.01,2.3958,136.8
0.35098,0.00081057,1.3604e-05,0.00011985,0.98927,0.010614,0.81057,0.96074,0.99008,0.99008,0.00010624,0.0098174,0,0.01,2.3958,136.81
0.35351,0.00081641,1.3741e-05,0.00012042,0.98923,0.010651,0.81641,0.96054,0.99005,0.99005,0.00010668,0.0098483,0,0.01,2.3958,137
0.35327,0.00081586,1.3734e-05,0.00012042,0.98923,0.010651,0.81586,0.96054,0.99004,0.99004,0.00010669,0.0098492,0,0.01,2.3958,137.01
0.34755,0.00080265,1.3581e-05,0.00012106,0.98918,0.010695,0.80265,0.96078,0.98999,0.98999,0.00010748,0.0099056,0,0.01,2.3958,137.2
0.34765,0.00080289,1.3584e-05,0.00012107,0.98918,0.010695,0.80289,0.96078,0.98999,0.98999,0.00010748,0.0099055,0,0.01,2.3958,137.21
0.34757,0.00080271,1.354e-05,0.00012055,0.98922,0.010661,0.80271,0.96053,0.99002,0.99002,0.00010701,0.0098721,0,0.01,2.3958,137.4
0.34768,0.00080296,1.3546e-05,0.00012058,0.98922,0.010663,0.80296,0.96053,0.99002,0.99002,0.00010704,0.0098741,0,0.01,2.3958,137.41
0.34724,0.00080194,1.356e-05,0.00012095,0.98919,0.010688,0.80194,0.96056,0.98999,0.98999,0.00010739,0.0098993,0,0.01,2.3958,137.6
0.34719,0.00080183,1.3559e-05,0.00012095,0.98919,0.010688,0.80183,0.96056,0.98999,0.98999,0.00010739,0.0098993,0,0.01,2.3958,137.61
0.34855,0.00080497,1.3615e-05,0.00012105,0.98919,0.010693,0.80497,0.96043,0.98999,0.98999,0.00010743,0.0099022,0,0.01,2.3958,137.8
0.34851,0.00080488,1.3615e-05,0.00012106,0.98918,0.010694,0.80488,0.96043,0.98999,0.98999,0.00010744,0.009903,0,0.01,2.3958,137.81
0.34921,0.00080648,1.3683e-05,0.00012159,0.98915,0.010729,0.80648,0.96048,0.98996,0.98996,0.00010791,0.0099358,0,0.01,2.3958,138
0.3494,0.00080694,1.3693e-05,0.00012162,0.98915,0.010731,0.80694,0.96049,0.98995,0.98995,0.00010793,0.0099374,0,0.01,2.3958,138.01
0.34567,0.00079831,1.3601e-05,0.00012216,0.98911,0.010767,0.79831,0.96044,0.98991,0.98991,0.00010856,0.0099824,0,0.01,2.3958,138.2
0.34556,0.00079806,1.3598e-05,0.00012217,0.98911,0.010768,0.79806,0.96044,0.98991,0.98991,0.00010857,0.0099832,0,0.01,2.3958,138.21
0.34498,0.00079673,1.3581e-05,0.00012222,0.98911,0.010771,0.79673,0.96009,0.9899,0.9899,0.00010864,0.0099875,0,0.01,2.3959,138.4
0.34495,0.00079666,1.3579e-05,0.00012221,0.98911,0.01077,0.79666,0.96009,0.9899,0.9899,0.00010863,0.0099873,0,0.01,2.3959,138.41
0.34551,0.00079794,1.3635e-05,0.00012265,0.98908,0.010799,0.79794,0.96005,0.98988,0.98988,0.00010902,0.010015,0,0.01,2.3959,138.6
0.34566,0.00079829,1.364e-05,0.00012266,0.98908,0.010799,0.79829,0.96005,0.98988,0.98988,0.00010902,0.010015,0,0.01,2.3959,138.61
0.35282,0.00081483,1.3918e-05,0.00012286,0.98907,0.01081,0.81483,0.96001,0.98988,0.98988,0.00010894,0.010009,0,0.01,2.3959,138.8
0.35252,0.00081413,1.3909e-05,0.00012287,0.98907,0.010811,0.81413,0.96001,0.98988,0.98988,0.00010896,0.010011,0,0.01,2.3959,138.81
0.35148,0.00081174,1.3889e-05,0.00012309,0.98905,0.010825,0.81174,0.96003,0.98986,0.98986,0.0001092,0.010028,0,0.01,2.3959,139
0.35187,0.00081264,1.3905e-05,0.00012312,0.98905,0.010827,0.81264,0.96002,0.98986,0.98986,0.00010921,0.010029,0,0.01,2.3959,139.01
0.35614,0.00082249,1.4108e-05,0.00012369,0.98901,0.010864,0.82249,0.95986,0.98983,0.98983,0.00010959,0.010055,0,0.01,2.3959,139.2
0.35597,0.0008221,1.4103e-05,0.0001237,0.98901,0.010864,0.8221,0.95986,0.98983,0.98983,0.0001096,0.010056,0,0.01,2.3959,139.21
0.35038,0.00080918,1.3916e-05,0.00012392,0.989,0.01088,0.80918,0.95975,0.98981,0.98981,0.00011001,0.010085,0,0.01,2.3959,139.4
0.35035,0.00080911,1.3915e-05,0.00012393,0.989,0.01088,0.80911,0.95974,0.98981,0.98981,0.00011001,0.010085,0,0.01,2.3959,139.41
0.3455,0.00079791,1.373e-05,0.00012383,0.989,0.010876,0.79791,0.95964,0.9898,0.9898,0.0001101,0.010092,0,0.01,2.3959,139.6
0.34541,0.00079771,1.3727e-05,0.00012383,0.989,0.010876,0.79771,0.95964,0.9898,0.9898,0.00011011,0.010092,0,0.01,2.3959,139.61
0.34622,0.00079957,1.3732e-05,0.00012353,0.98902,0.010856,0.79957,0.95966,0.98982,0.98982,0.0001098,0.01007,0,0.01,2.3959,139.8
0.34623,0.0007996,1.3735e-05,0.00012356,0.98902,0.010858,0.7996,0.95966,0.98982,0.98982,0.00010982,0.010072,0,0.01,2.3959,139.81
0.35062,0.00080974,1.3957e-05,0.00012432,0.98897,0.010906,0.80974,0.95977,0.98978,0.98978,0.00011036,0.01011,0,0.01,2.3959,140
0.35046,0.00080936,1.3952e-05,0.00012431,0.98897,0.010905,0.80936,0.95977,0.98978,0.98978,0.00011036,0.01011,0,0.01,2.3959,140.01
0.34616,0.00079944,1.3794e-05,0.00012431,0.98897,0.010907,0.79944,0.95954,0.98977,0.98977,0.00011052,0.010121,0,0.01,2.3959,140.2
0.34639,0.00079998,1.3803e-05,0.00012433,0.98897,0.010908,0.79998,0.95954,0.98977,0.98977,0.00011053,0.010122,0,0.01,2.3959,140.21
0.35104,0.00081072,1.3971e-05,0.00012429,0.98897,0.010904,0.81072,0.95944,0.98978,0.98978,0.00011032,0.010107,0,0.01,2.3959,140.4
0.35095,0.0008105,1.3969e-05,0.0001243,0.98897,0.010904,0.8105,0.95944,0.98978,0.98978,0.00011033,0.010108,0,0.01,2.3959,140.41
0.34411,0.00079471,1.376e-05,0.00012485,0.98893,0.010942,0.79471,0.95955,0.98973,0.98973,0.00011109,0.010161,0,0.01,2.3959,140.6
0.34419,0.00079489,1.3764e-05,0.00012487,0.98893,0.010943,0.79489,0.95954,0.98973,0.98973,0.0001111,0.010162,0,0.01,2.3959,140.61
0.346,0.00079908,1.3829e-05,0.00012483,0.98893,0.01094,0.79908,0.95912,0.98973,0.98973,0.000111,0.010155,0,0.01,2.3959,140.8
0.34604,0.00079917,1.3831e-05,0.00012484,0.98893,0.010941,0.79917,0.95911,0.98973,0.98973,0.00011101,0.010156,0,0.01,2.3959,140.81
0.35255,0.00081421,1.413e-05,0.00012556,0.98889,0.010985,0.81421,0.959,0.9897,0.9897,0.00011143,0.010185,0,0.01,2.3959,141
0.35252,0.00081414,1.4129e-05,0.00012556,0.98889,0.010985,0.81414,0.959,0.9897,0.9897,0.00011143,0.010185,0,0.01,2.3959,141.01
0.35024,0.00080887,1.4059e-05,0.00012574,0.98888,0.010998,0.80887,0.9592,0.98969,0.98969,0.00011168,0.010203,0,0.01,2.3959,141.2
0.3502,0.00080877,1.4059e-05,0.00012575,0.98888,0.010999,0.80877,0.9592,0.98968,0.98968,0.00011169,0.010204,0,0.01,2.3959,141.21
0.34969,0.00080759,1.4036e-05,0.00012571,0.98888,0.010996,0.80759,0.95893,0.98969,0.98969,0.00011168,0.010203,0,0.01,2.3959,141.4
0.34957,0.00080732,1.4033e-05,0.00012572,0.98888,0.010997,0.80732,0.95892,0.98968,0.98968,0.00011169,0.010204,0,0.01,2.3959,141.41
0.34675,0.0008008,1.3977e-05,0.00012633,0.98884,0.011037,0.8008,0.95907,0.98964,0.98964,0.00011235,0.01025,0,0.01,2.3959,141.6
0.34667,0.00080063,1.3977e-05,0.00012635,0.98884,0.011039,0.80063,0.95907,0.98964,0.98964,0.00011238,0.010252,0,0.01,2.3959,141.61
0.34606,0.00079921,1.399e-05,0.0001268,0.98881,0.011068,0.79921,0.95903,0.9896,0.9896,0.00011281,0.010283,0,0.01,2.3959,141.8
0.34621,0.00079956,1.3996e-05,0.00012681,0.9888,0.011068,0.79956,0.95903,0.9896,0.9896,0.00011282,0.010283,0,0.01,2.3959,141.81
0.34945,0.00080704,1.412e-05,0.00012685,0.9888,0.01107,0.80704,0.9588,0.98961,0.98961,0.00011273,0.010277,0,0.01,2.3959,142
0.34937,0.00080686,1.4117e-05,0.00012685,0.9888,0.01107,0.80686,0.9588,0.98961,0.98961,0.00011273,0.010277,0,0.01,2.3959,142.01
0.34499,0.00079675,1.3982e-05,0.00012721,0.98878,0.011095,0.79675,0.95868,0.98957,0.98957,0.00011323,0.010312,0,0.01,2.3959,142.2
0.34499,0.00079673,1.3984e-05,0.00012724,0.98878,0.011096,0.79673,0.95868,0.98957,0.98957,0.00011325,0.010313,0,0.01,2.3959,142.21
0.35132,0.00081137,1.4209e-05,0.00012709,0.98879,0.011085,0.81137,0.95837,0.9896,0.9896,0.00011288,0.010287,0,0.01,2.396,142.4
0.3513,0.00081131,1.4209e-05,0.0001271,0.98879,0.011085,0.81131,0.95837,0.9896,0.9896,0.00011289,0.010288,0,0.01,2.396,142.41
0.34581,0.00079864,1.403e-05,0.00012742,0.98877,0.011108,0.79864,0.95848,0.98956,0.98956,0.00011339,0.010323,0,0.01,2.396,142.6
0.34574,0.00079847,1.4027e-05,0.00012742,0.98877,0.011108,0.79847,0.95848,0.98956,0.98956,0.00011339,0.010323,0,0.01,2.396,142.61
0.34329,0.00079282,1.3929e-05,0.00012734,0.98877,0.011104,0.79282,0.95841,0.98956,0.98956,0.00011341,0.010325,0,0.01,2.396,142.8
0.34326,0.00079275,1.3929e-05,0.00012736,0.98877,0.011105,0.79275,0.9584,0.98956,0.98956,0.00011343,0.010326,0,0.01,2.396,142.81
0.3443,0.00079515,1.3982e-05,0.00012753,0.98876,0.011115,0.79515,0.95852,0.98955,0.98955,0.00011355,0.010334,0,0.01,2.396,143
0.34446,0.00079551,1.3989e-05,0.00012755,0.98876,0.011117,0.79551,0.95852,0.98955,0.98955,0.00011356,0.010335,0,0.01,2.396,143.01
0.34533,0.00079753,1.407e-05,0.00012816,0.98872,0.011156,0.79753,0.95845,0.98951,0.98951,0.00011409,0.010372,0,0.01,2.396,143.2
0.34517,0.00079715,1.4064e-05,0.00012815,0.98872,0.011155,0.79715,0.95845,0.98951,0.98951,0.00011408,0.010372,0,0.01,2.396,143.21
0.34044,0.00078624,1.3866e-05,0.0001279,0.98873,0.011141,0.78624,0.95823,0.98952,0.98952,0.00011404,0.010369,0,0.01,2.396,143.4
0.34062,0.00078665,1.3875e-05,0.00012794,0.98873,0.011143,0.78665,0.95823,0.98952,0.98952,0.00011406,0.01037,0,0.01,2.396,143.41
0.35013,0.00080862,1.4318e-05,0.00012898,0.98866,0.011207,0.80862,0.95822,0.98947,0.98947,0.00011467,0.010413,0,0.01,2.396,143.6
0.34993,0.00080815,1.4311e-05,0.00012899,0.98866,0.011207,0.80815,0.95823,0.98947,0.98947,0.00011468,0.010413,0,0.01,2.396,143.61
0.34672,0.00080075,1.4164e-05,0.00012866,0.98868,0.011188,0.80075,0.95847,0.98948,0.98948,0.0001145,0.010401,0,0.01,2.3959,143.8
0.34673,0.00080076,1.4165e-05,0.00012868,0.98868,0.011188,0.80076,0.95847,0.98948,0.98948,0.00011451,0.010402,0,0.01,2.3959,143.81
0.34317,0.00079253,1.4063e-05,0.00012909,0.98865,0.011216,0.79253,0.95841,0.98945,0.98945,0.00011503,0.010438,0,0.01,2.3959,144
0.34334,0.00079294,1.4069e-05,0.00012909,0.98865,0.011216,0.79294,0.95841,0.98945,0.98945,0.00011502,0.010438,0,0.01,2.3959,144.01
0.34633,0.00079984,1.4241e-05,0.00012983,0.98861,0.011262,0.79984,0.95816,0.98941,0.98941,0.00011559,0.010477,0,0.01,2.3959,144.2
0.34623,0.00079962,1.4238e-05,0.00012983,0.98861,0.011263,0.79962,0.95815,0.98941,0.98941,0.0001156,0.010477,0,0.01,2.3959,144.21
0.3461,0.0007993,1.4212e-05,0.00012957,0.98862,0.011246,0.7993,0.95752,0.98942,0.98942,0.00011536,0.010461,0,0.01,2.396,144.4
0.3463,0.00079977,1.4222e-05,0.00012961,0.98862,0.011248,0.79977,0.95752,0.98942,0.98942,0.00011538,0.010463,0,0.01,2.396,144.41
0.3435,0.00079329,1.4128e-05,0.00012976,0.98861,0.01126,0.79329,0.95786,0.9894,0.9894,0.00011564,0.01048,0,0.01,2.396,144.6
0.34328,0.0007928,1.412e-05,0.00012976,0.98861,0.01126,0.7928,0.95786,0.9894,0.9894,0.00011564,0.010481,0,0.01,2.396,144.61
0.34307,0.0007923,1.4183e-05,0.00013067,0.98855,0.011318,0.7923,0.95793,0.98934,0.98934,0.00011648,0.010539,0,0.01,2.396,144.8
0.34307,0.00079232,1.4184e-05,0.00013067,0.98855,0.011318,0.79232,0.95792,0.98934,0.98934,0.00011649,0.01054,0,0.01,2.396,144.81
0.34712,0.00080166,1.4303e-05,0.00013022,0.98858,0.011288,0.80166,0.95791,0.98938,0.98938,0.00011592,0.0105,0,0.01,2.396,145
0.34703,0.00080146,1.4299e-05,0.00013022,0.98858,0.011287,0.80146,0.95792,0.98938,0.98938,0.00011592,0.0105,0,0.01,2.396,145.01
0.33974,0.00078462,1.3988e-05,0.0001298,0.98861,0.011263,0.78462,0.95785,0.98939,0.98939,0.00011581,0.010493,0,0.01,2.396,145.2
0.33987,0.00078491,1.3996e-05,0.00012984,0.9886,0.011266,0.78491,0.95784,0.98939,0.98939,0.00011584,0.010495,0,0.01,2.396,145.21
0.34058,0.00078656,1.4105e-05,0.00013089,0.98854,0.011333,0.78655,0.95776,0.98932,0.98932,0.00011678,0.01056,0,0.01,2.396,145.4
0.34064,0.0007867,1.4108e-05,0.0001309,0.98854,0.011333,0.7867,0.95776,0.98932,0.98932,0.00011679,0.010561,0,0.01,2.396,145.41
0.34305,0.00079226,1.4202e-05,0.00013093,0.98853,0.011334,0.79226,0.95773,0.98933,0.98933,0.00011673,0.010556,0,0.01,2.396,145.6
0.34284,0.00079177,1.4195e-05,0.00013092,0.98853,0.011334,0.79177,0.95772,0.98933,0.98933,0.00011673,0.010556,0,0.01,2.396,145.61
0.34395,0.00079435,1.4277e-05,0.00013143,0.9885,0.011366,0.79435,0.95731,0.9893,0.9893,0.00011715,0.010586,0,0.01,2.396,145.8
0.34393,0.0007943,1.4276e-05,0.00013142,0.9885,0.011365,0.7943,0.9573,0.9893,0.9893,0.00011714,0.010585,0,0.01,2.396,145.81
0.34247,0.00079093,1.4229e-05,0.00013154,0.98849,0.011374,0.79093,0.95687,0.98929,0.98929,0.00011732,0.010597,0,0.01,2.3961,146
0.34282,0.00079174,1.4247e-05,0.00013161,0.98849,0.011378,0.79174,0.95688,0.98928,0.98928,0.00011736,0.010601,0,0.01,2.3961,146.01
0.34538,0.00079765,1.4381e-05,0.00013207,0.98846,0.011406,0.79765,0.9569,0.98926,0.98926,0.00011769,0.010623,0,0.01,2.3961,146.2
0.34558,0.00079812,1.4391e-05,0.0001321,0.98846,0.011409,0.79812,0.9569,0.98926,0.98926,0.00011771,0.010625,0,0.01,2.3961,146.21
0.35369,0.00081684,1.477e-05,0.00013293,0.98841,0.011458,0.81684,0.95693,0.98923,0.98923,0.00011816,0.010656,0,0.01,2.3961,146.4
0.35358,0.00081658,1.4766e-05,0.00013293,0.98841,0.011458,0.81658,0.95693,0.98923,0.98923,0.00011816,0.010656,0,0.01,2.3961,146.41
0.34884,0.00080564,1.4565e-05,0.0001327,0.98842,0.011446,0.80564,0.9574,0.98923,0.98923,0.00011814,0.010655,0,0.01,2.396,146.6
0.34859,0.00080506,1.4555e-05,0.00013269,0.98842,0.011445,0.80506,0.9574,0.98923,0.98923,0.00011813,0.010654,0,0.01,2.396,146.61
0.34484,0.00079639,1.4453e-05,0.00013324,0.98839,0.011481,0.79639,0.95712,0.98918,0.98918,0.00011879,0.010699,0,0.01,2.396,146.8
0.3449,0.00079653,1.4458e-05,0.00013327,0.98838,0.011483,0.79653,0.95712,0.98918,0.98918,0.00011882,0.010701,0,0.01,2.396,146.81
0.34852,0.0008049,1.4627e-05,0.00013364,0.98836,0.011505,0.8049,0.95726,0.98917,0.98917,0.00011901,0.010715,0,0.01,2.396,147
0.34844,0.00080472,1.4623e-05,0.00013363,0.98836,0.011504,0.80472,0.95725,0.98917,0.98917,0.000119,0.010714,0,0.01,2.396,147.01
0.34489,0.00079652,1.4493e-05,0.00013372,0.98835,0.011512,0.79652,0.95708,0.98915,0.98915,0.00011923,0.01073,0,0.01,2.396,147.2
0.34481,0.00079634,1.4492e-05,0.00013374,0.98835,0.011513,0.79634,0.95708,0.98915,0.98915,0.00011925,0.010732,0,0.01,2.396,147.21
0.34683,0.000801,1.4585e-05,0.00013392,0.98834,0.011524,0.801,0.95684,0.98914,0.98914,0.00011934,0.010738,0,0.01,2.396,147.4
0.34689,0.00080113,1.4586e-05,0.00013392,0.98834,0.011524,0.80113,0.95684,0.98914,0.98914,0.00011933,0.010737,0,0.01,2.396,147.41
0.34439,0.00079537,1.4485e-05,0.00013387,0.98834,0.011522,0.79537,0.95662,0.98914,0.98914,0.00011939,0.010741,0,0.01,2.3961,147.6
0.34442,0.00079543,1.4489e-05,0.0001339,0.98834,0.011524,0.79543,0.95661,0.98914,0.98914,0.00011941,0.010743,0,0.01,2.3961,147.61
0.34597,0.000799,1.4592e-05,0.00013445,0.98831,0.011558,0.799,0.95641,0.98911,0.98911,0.00011986,0.010773,0,0.01,2.3961,147.8
0.34585,0.00079873,1.4587e-05,0.00013444,0.98831,0.011557,0.79873,0.95642,0.98911,0.98911,0.00011985,0.010773,0,0.01,2.3961,147.81
0.34574,0.00079846,1.4599e-05,0.00013465,0.98829,0.011571,0.79846,0.95656,0.98909,0.98909,0.00012005,0.010787,0,0.01,2.3961,148
0.34592,0.0007989,1.4606e-05,0.00013466,0.98829,0.011571,0.7989,0.95656,0.98909,0.98909,0.00012005,0.010787,0,0.01,2.3961,148.01
0.34724,0.00080195,1.4671e-05,0.00013483,0.98828,0.011581,0.80195,0.95663,0.98909,0.98909,0.00012016,0.010794,0,0.01,2.3961,148.2
0.34706,0.00080152,1.4667e-05,0.00013486,0.98828,0.011584,0.80152,0.95664,0.98908,0.98908,0.00012019,0.010797,0,0.01,2.3961,148.21
0.34524,0.00079733,1.4634e-05,0.00013535,0.98825,0.011615,0.79733,0.95666,0.98905,0.98905,0.00012071,0.010832,0,0.01,2.396,148.4
0.34536,0.00079759,1.4638e-05,0.00013534,0.98825,0.011615,0.79759,0.95666,0.98905,0.98905,0.0001207,0.010832,0,0.01,2.396,148.41
0.34465,0.00079595,1.4629e-05,0.00013559,0.98823,0.011631,0.79595,0.95632,0.98903,0.98903,0.00012096,0.010849,0,0.01,2.3961,148.6
0.34461,0.00079588,1.463e-05,0.00013562,0.98823,0.011633,0.79588,0.95632,0.98903,0.98903,0.00012099,0.010851,0,0.01,2.3961,148.61
0.34621,0.00079955,1.4703e-05,0.00013575,0.98822,0.01164,0.79955,0.95618,0.98902,0.98902,0.00012104,0.010855,0,0.01,2.3961,148.8
0.34604,0.00079917,1.4697e-05,0.00013575,0.98822,0.01164,0.79917,0.95618,0.98902,0.98902,0.00012105,0.010856,0,0.01,2.3961,148.81
0.33947,0.00078399,1.4395e-05,0.00013518,0.98826,0.011607,0.78399,0.95637,0.98904,0.98904,0.00012079,0.010838,0,0.01,2.3961,149
0.33967,0.00078446,1.4404e-05,0.00013521,0.98826,0.011609,0.78446,0.95637,0.98904,0.98904,0.0001208,0.010839,0,0.01,2.3961,149.01
0.34451,0.00079564,1.4649e-05,0.0001359,0.98821,0.011651,0.79564,0.95616,0.98901,0.98901,0.00012126,0.01087,0,0.01,2.3961,149.2
0.34431,0.00079518,1.4643e-05,0.00013592,0.98821,0.011652,0.79518,0.95616,0.98901,0.98901,0.00012128,0.010871,0,0.01,2.3961,149.21
0.3452,0.00079723,1.4716e-05,0.00013641,0.98818,0.011683,0.79723,0.95638,0.98898,0.98898,0.0001217,0.0109,0,0.01,2.3961,149.4
0.34528,0.00079741,1.4719e-05,0.00013642,0.98818,0.011683,0.79741,0.95638,0.98898,0.98898,0.0001217,0.0109,0,0.01,2.3961,149.41
0.34927,0.00080662,1.4908e-05,0.00013682,0.98816,0.011707,0.80662,0.95605,0.98896,0.98896,0.00012191,0.010915,0,0.01,2.3961,149.6
0.34918,0.00080641,1.4906e-05,0.00013683,0.98816,0.011707,0.80641,0.95605,0.98896,0.98896,0.00012192,0.010916,0,0.01,2.3961,149.61
0.34613,0.00079937,1.4778e-05,0.00013674,0.98816,0.011703,0.79937,0.9559,0.98896,0.98896,0.00012196,0.010918,0,0.01,2.3961,149.8
0.34605,0.00079918,1.4775e-05,0.00013674,0.98816,0.011703,0.79918,0.95589,0.98896,0.98896,0.00012197,0.010919,0,0.01,2.3961,149.81
0.3417,0.00078914,1.4592e-05,0.0001366,0.98817,0.011696,0.78914,0.95617,0.98896,0.98896,0.000122,0.010921,0,0.01,2.3961,150
0.34189,0.00078959,1.4601e-05,0.00013662,0.98817,0.011698,0.78959,0.95617,0.98896,0.98896,0.00012202,0.010923,0,0.01,2.3961,150.01
0.3401,0.00078545,1.4619e-05,0.00013779,0.98809,0.011772,0.78545,0.9559,0.98888,0.98888,0.00012317,0.011001,0,0.01,2.3961,150.2
0.34017,0.00078561,1.4624e-05,0.00013782,0.98809,0.011774,0.78561,0.95591,0.98887,0.98887,0.00012319,0.011003,0,0.01,2.3961,150.21
0.34191,0.00078963,1.4719e-05,0.00013815,0.98807,0.011794,0.78963,0.95608,0.98886,0.98886,0.00012343,0.011019,0,0.01,2.3961,150.4
0.34184,0.00078948,1.4716e-05,0.00013814,0.98807,0.011794,0.78948,0.95608,0.98886,0.98886,0.00012342,0.011019,0,0.01,2.3961,150.41
0.34463,0.0007959,1.4798e-05,0.00013777,0.98809,0.011769,0.7959,0.9561,0.98889,0.98889,0.00012297,0.010988,0,0.01,2.3961,150.6
0.34439,0.00079535,1.479e-05,0.00013778,0.98809,0.011769,0.79535,0.95609,0.98889,0.98889,0.00012299,0.010989,0,0.01,2.3961,150.61
0.33789,0.00078035,1.4545e-05,0.00013796,0.98808,0.011784,0.78035,0.95578,0.98886,0.98886,0.00012341,0.011018,0,0.01,2.3961,150.8
0.33813,0.00078089,1.4555e-05,0.00013798,0.98808,0.011785,0.78089,0.95578,0.98886,0.98886,0.00012342,0.011019,0,0.01,2.3961,150.81
0.34575,0.00079849,1.4947e-05,0.00013911,0.98801,0.011853,0.79849,0.95576,0.98881,0.98881,0.00012416,0.011069,0,0.01,2.3961,151
0.34565,0.00079827,1.4944e-05,0.00013912,0.98801,0.011854,0.79827,0.95576,0.98881,0.98881,0.00012418,0.01107,0,0.01,2.3961,151.01
0.34129,0.00078819,1.4782e-05,0.00013928,0.988,0.011866,0.78819,0.95577,0.98878,0.98878,0.0001245,0.011092,0,0.01,2.3961,151.2
0.34141,0.00078848,1.4787e-05,0.00013929,0.98799,0.011866,0.78848,0.95577,0.98878,0.98878,0.00012451,0.011093,0,0.01,2.3961,151.21
0.34464,0.00079595,1.4938e-05,0.00013956,0.98798,0.011882,0.79595,0.95531,0.98877,0.98877,0.00012463,0.011101,0,0.01,2.3961,151.4
0.34452,0.00079567,1.4934e-05,0.00013957,0.98798,0.011882,0.79567,0.95531,0.98877,0.98877,0.00012464,0.011102,0,0.01,2.3961,151.41
0.34395,0.00079434,1.493e-05,0.00013982,0.98796,0.011899,0.79434,0.95519,0.98876,0.98876,0.00012489,0.011119,0,0.01,2.3961,151.6
0.344,0.00079446,1.4934e-05,0.00013985,0.98796,0.0119,0.79446,0.95518,0.98875,0.98875,0.00012492,0.011121,0,0.01,2.3962,151.61
0.34094,0.0007874,1.4799e-05,0.00013969,0.98797,0.011892,0.7874,0.95536,0.98876,0.98876,0.0001249,0.011119,0,0.01,2.3961,151.8
0.34088,0.00078724,1.4797e-05,0.00013969,0.98797,0.011892,0.78724,0.95536,0.98876,0.98876,0.0001249,0.01112,0,0.01,2.3961,151.81
0.33561,0.00077508,1.4581e-05,0.00013966,0.98797,0.011892,0.77508,0.95535,0.98874,0.98874,0.00012508,0.011132,0,0.01,2.3961,152
