"Velocities","Coverage0","Coverage1","Coverage2","Coverage3","Coverage4","Coverage5","Coverage6","Coverage7","Coverage8","Coverage9","Coverage10","Coverage11","Points:0","Points:1","Points:2"
0.3943,0.00091063,6.8075e-06,4.1297e-05,0.99503,0.0049245,0.91063,0.98988,0.99594,0.99594,3.4489e-05,0.0040206,0,0.01,2.3941,37.8
0.39416,0.0009103,6.8065e-06,4.1304e-05,0.99503,0.0049249,0.9103,0.98988,0.99594,0.99594,3.4497e-05,0.0040215,0,0.01,2.3941,37.81
0.39528,0.0009129,6.8379e-06,4.1418e-05,0.99502,0.0049353,0.9129,0.98965,0.99594,0.99594,3.458e-05,0.0040292,0,0.01,2.3941,38
0.39521,0.00091272,6.8368e-06,4.1417e-05,0.99502,0.0049352,0.91272,0.98965,0.99594,0.99594,3.458e-05,0.0040293,0,0.01,2.3941,38.01
0.39136,0.00090382,6.7849e-06,4.147e-05,0.99502,0.0049363,0.90382,0.98972,0.99593,0.99593,3.4685e-05,0.0040392,0,0.01,2.3941,38.2
0.3915,0.00090416,6.7875e-06,4.1475e-05,0.99502,0.0049368,0.90416,0.98972,0.99593,0.99593,3.4687e-05,0.0040394,0,0.01,2.3941,38.21
0.38929,0.00089906,6.7601e-06,4.1524e-05,0.99502,0.004939,0.89906,0.98974,0.99592,0.99592,3.4764e-05,0.0040467,0,0.01,2.3941,38.4
0.38927,0.000899,6.7603e-06,4.1529e-05,0.99502,0.0049393,0.899,0.98974,0.99592,0.99592,3.4769e-05,0.0040471,0,0.01,2.3941,38.41
0.39115,0.00090334,6.7916e-06,4.1549e-05,0.99502,0.0049427,0.90334,0.98967,0.99592,0.99592,3.4758e-05,0.0040461,0,0.01,2.3941,38.6
0.39113,0.0009033,6.7923e-06,4.1557e-05,0.99502,0.0049433,0.9033,0.98967,0.99592,0.99592,3.4765e-05,0.0040468,0,0.01,2.3941,38.61
0.39216,0.00090569,6.815e-06,4.1612e-05,0.99501,0.0049487,0.90569,0.98957,0.99592,0.99592,3.4797e-05,0.0040498,0,0.01,2.3941,38.8
0.39216,0.00090567,6.815e-06,4.1612e-05,0.99501,0.0049487,0.90567,0.98957,0.99592,0.99592,3.4798e-05,0.0040499,0,0.01,2.3941,38.81
0.39148,0.0009041,6.8168e-06,4.171e-05,0.995,0.0049562,0.9041,0.9896,0.99591,0.99591,3.4893e-05,0.0040589,0,0.01,2.3941,39
0.39174,0.00090471,6.8218e-06,4.172e-05,0.995,0.0049573,0.90471,0.9896,0.99591,0.99591,3.4898e-05,0.0040594,0,0.01,2.3941,39.01
0.39769,0.00091844,6.9434e-06,4.1963e-05,0.99498,0.0049823,0.91844,0.98962,0.99589,0.99589,3.502e-05,0.0040708,0,0.01,2.3941,39.2
0.39744,0.00091789,6.9398e-06,4.1962e-05,0.99498,0.004982,0.91789,0.98962,0.99589,0.99589,3.5022e-05,0.004071,0,0.01,2.3941,39.21
0.39244,0.00090633,6.8565e-06,4.1909e-05,0.99499,0.0049734,0.90633,0.98956,0.99589,0.99589,3.5052e-05,0.0040739,0,0.01,2.3941,39.4
0.39241,0.00090625,6.8569e-06,4.1916e-05,0.99498,0.004974,0.90625,0.98956,0.99589,0.99589,3.5059e-05,0.0040746,0,0.01,2.3941,39.41
0.38758,0.0008951,6.8222e-06,4.2236e-05,0.99496,0.0049962,0.8951,0.98943,0.99586,0.99586,3.5414e-05,0.004108,0,0.01,2.3941,39.6
0.3874,0.00089468,6.8196e-06,4.2236e-05,0.99496,0.0049961,0.89468,0.98943,0.99586,0.99586,3.5416e-05,0.0041082,0,0.01,2.3941,39.61
0.38621,0.00089194,6.8057e-06,4.2272e-05,0.99496,0.0049981,0.89194,0.98939,0.99585,0.99585,3.5467e-05,0.0041129,0,0.01,2.3941,39.8
0.3862,0.00089192,6.8069e-06,4.2282e-05,0.99496,0.0049988,0.89192,0.98939,0.99585,0.99585,3.5475e-05,0.0041137,0,0.01,2.3941,39.81
0.3885,0.00089723,6.8353e-06,4.2224e-05,0.99496,0.004996,0.89723,0.9894,0.99586,0.99586,3.5388e-05,0.0041056,0,0.01,2.3941,40
0.38851,0.00089725,6.8355e-06,4.2224e-05,0.99496,0.0049961,0.89725,0.98939,0.99586,0.99586,3.5389e-05,0.0041057,0,0.01,2.3941,40.01
0.38256,0.00088352,6.7401e-06,4.2198e-05,0.99497,0.0049889,0.88352,0.98923,0.99585,0.99585,3.5458e-05,0.0041121,0,0.01,2.3941,40.2
0.3826,0.00088361,6.7411e-06,4.2202e-05,0.99497,0.0049893,0.88361,0.98923,0.99585,0.99585,3.5461e-05,0.0041124,0,0.01,2.3941,40.21
0.38799,0.00089605,6.869e-06,4.2559e-05,0.99493,0.0050232,0.89605,0.98934,0.99583,0.99583,3.569e-05,0.004134,0,0.01,2.3941,40.4
0.38814,0.00089641,6.8718e-06,4.2565e-05,0.99493,0.0050238,0.89641,0.98933,0.99583,0.99583,3.5693e-05,0.0041343,0,0.01,2.3941,40.41
0.3927,0.00090693,6.93e-06,4.2463e-05,0.99494,0.0050192,0.90693,0.98926,0.99585,0.99585,3.5533e-05,0.0041192,0,0.01,2.3941,40.6
0.39269,0.00090691,6.9312e-06,4.2473e-05,0.99494,0.0050201,0.90691,0.98925,0.99584,0.99584,3.5542e-05,0.0041201,0,0.01,2.3941,40.61
0.38798,0.00089603,6.8835e-06,4.268e-05,0.99492,0.0050331,0.89603,0.98931,0.99582,0.99582,3.5796e-05,0.004144,0,0.01,2.3941,40.8
0.38824,0.00089662,6.8879e-06,4.2686e-05,0.99492,0.0050339,0.89662,0.9893,0.99582,0.99582,3.5798e-05,0.0041441,0,0.01,2.3941,40.81
0.3972,0.00091732,7.0496e-06,4.2861e-05,0.9949,0.0050557,0.91732,0.98909,0.99582,0.99582,3.5812e-05,0.0041454,0,0.01,2.3941,41
0.39694,0.00091672,7.0467e-06,4.2868e-05,0.9949,0.005056,0.91672,0.98909,0.99582,0.99582,3.5821e-05,0.0041463,0,0.01,2.3941,41.01
0.38959,0.00089975,6.9282e-06,4.2837e-05,0.99491,0.0050474,0.89975,0.9891,0.99581,0.99581,3.5909e-05,0.0041546,0,0.01,2.3941,41.2
0.38967,0.00089993,6.929e-06,4.2835e-05,0.99491,0.0050472,0.89993,0.98911,0.99581,0.99581,3.5906e-05,0.0041542,0,0.01,2.3941,41.21
0.3922,0.00090578,6.9927e-06,4.3028e-05,0.99489,0.0050652,0.90578,0.98915,0.9958,0.9958,3.6036e-05,0.0041664,0,0.01,2.3941,41.4
0.3923,0.00090601,6.9947e-06,4.3033e-05,0.99489,0.0050657,0.90601,0.98915,0.9958,0.9958,3.6039e-05,0.0041667,0,0.01,2.3941,41.41
0.39029,0.00090136,6.9771e-06,4.3146e-05,0.99488,0.0050733,0.90136,0.98908,0.99578,0.99578,3.6169e-05,0.0041789,0,0.01,2.3941,41.6
0.39021,0.00090119,6.9771e-06,4.3154e-05,0.99488,0.0050739,0.90119,0.98908,0.99578,0.99578,3.6177e-05,0.0041797,0,0.01,2.3941,41.61
0.39011,0.00090094,6.9893e-06,4.3267e-05,0.99487,0.005083,0.90094,0.98908,0.99577,0.99577,3.6277e-05,0.0041891,0,0.01,2.3941,41.8
0.39018,0.00090112,6.9919e-06,4.3278e-05,0.99487,0.0050841,0.90112,0.98908,0.99577,0.99577,3.6286e-05,0.0041899,0,0.01,2.3941,41.81
0.39785,0.00091882,7.1272e-06,4.3395e-05,0.99486,0.0050999,0.91882,0.98901,0.99578,0.99578,3.6268e-05,0.0041882,0,0.01,2.3941,42
0.39773,0.00091856,7.1249e-06,4.339e-05,0.99486,0.0050994,0.91856,0.98901,0.99578,0.99578,3.6265e-05,0.004188,0,0.01,2.3941,42.01
0.39162,0.00090443,7.0203e-06,4.3323e-05,0.99487,0.0050889,0.90443,0.989,0.99577,0.99577,3.6303e-05,0.0041915,0,0.01,2.3941,42.2
0.39137,0.00090386,7.0167e-06,4.3323e-05,0.99487,0.0050887,0.90386,0.989,0.99577,0.99577,3.6307e-05,0.0041919,0,0.01,2.3941,42.21
0.38018,0.00087802,6.8314e-06,4.3256e-05,0.99488,0.0050741,0.87802,0.98891,0.99576,0.99576,3.6424e-05,0.0042029,0,0.01,2.3941,42.4
0.38018,0.00087801,6.832e-06,4.3261e-05,0.99488,0.0050745,0.87801,0.98891,0.99576,0.99576,3.6429e-05,0.0042033,0,0.01,2.3941,42.41
0.38978,0.00090019,7.0386e-06,4.3704e-05,0.99484,0.0051186,0.90019,0.9888,0.99574,0.99574,3.6666e-05,0.0042254,0,0.01,2.3941,42.6
0.39005,0.00090081,7.0436e-06,4.3713e-05,0.99484,0.0051195,0.90081,0.9888,0.99574,0.99574,3.667e-05,0.0042258,0,0.01,2.3941,42.61
0.39197,0.00090523,7.0943e-06,4.3877e-05,0.99482,0.0051345,0.90523,0.98886,0.99573,0.99573,3.6783e-05,0.0042363,0,0.01,2.3941,42.8
0.39181,0.00090488,7.0922e-06,4.3878e-05,0.99482,0.0051344,0.90488,0.98886,0.99573,0.99573,3.6785e-05,0.0042366,0,0.01,2.3941,42.81
0.38991,0.0009005,7.0492e-06,4.3775e-05,0.99483,0.0051245,0.9005,0.98881,0.99573,0.99573,3.6725e-05,0.004231,0,0.01,2.3941,43
0.38999,0.00090067,7.0508e-06,4.3778e-05,0.99483,0.0051248,0.90067,0.98881,0.99573,0.99573,3.6727e-05,0.0042312,0,0.01,2.3941,43.01
0.39128,0.00090365,7.0747e-06,4.3805e-05,0.99483,0.0051281,0.90365,0.98879,0.99573,0.99573,3.673e-05,0.0042315,0,0.01,2.3941,43.2
0.39111,0.00090325,7.0726e-06,4.3809e-05,0.99483,0.0051282,0.90325,0.98879,0.99573,0.99573,3.6736e-05,0.004232,0,0.01,2.3941,43.21
0.38995,0.00090057,7.0727e-06,4.3959e-05,0.99482,0.0051396,0.90057,0.98869,0.99572,0.99572,3.6887e-05,0.0042461,0,0.01,2.3941,43.4
0.39006,0.00090083,7.0751e-06,4.3965e-05,0.99482,0.0051402,0.90083,0.98869,0.99572,0.99572,3.689e-05,0.0042464,0,0.01,2.3941,43.41
0.3898,0.00090023,7.0824e-06,4.4059e-05,0.99481,0.0051476,0.90023,0.98861,0.99571,0.99571,3.6977e-05,0.0042544,0,0.01,2.3941,43.6
0.38981,0.00090024,7.0833e-06,4.4065e-05,0.99481,0.0051481,0.90024,0.98861,0.99571,0.99571,3.6982e-05,0.004255,0,0.01,2.3941,43.61
0.39173,0.00090468,7.145e-06,4.4316e-05,0.99479,0.0051701,0.90468,0.9886,0.99569,0.99569,3.7171e-05,0.0042726,0,0.01,2.3941,43.8
0.39154,0.00090424,7.1418e-06,4.4314e-05,0.99479,0.0051697,0.90424,0.9886,0.99569,0.99569,3.7172e-05,0.0042726,0,0.01,2.3941,43.81
0.38568,0.00089071,7.0351e-06,4.4211e-05,0.9948,0.0051567,0.89071,0.98852,0.99569,0.99569,3.7176e-05,0.004273,0,0.01,2.3941,44
0.38604,0.00089154,7.042e-06,4.4224e-05,0.9948,0.0051581,0.89154,0.98851,0.99569,0.99569,3.7182e-05,0.0042736,0,0.01,2.3941,44.01
0.39085,0.00090266,7.1373e-06,4.437e-05,0.99478,0.0051738,0.90266,0.98851,0.99568,0.99568,3.7233e-05,0.0042783,0,0.01,2.3941,44.2
0.39075,0.00090244,7.1361e-06,4.4372e-05,0.99478,0.0051739,0.90244,0.9885,0.99568,0.99568,3.7236e-05,0.0042786,0,0.01,2.3941,44.21
0.39292,0.00090744,7.1878e-06,4.4508e-05,0.99477,0.0051867,0.90744,0.98838,0.99568,0.99568,3.732e-05,0.0042865,0,0.01,2.3941,44.4
0.39296,0.00090753,7.1885e-06,4.4509e-05,0.99477,0.0051868,0.90753,0.98838,0.99568,0.99568,3.7321e-05,0.0042865,0,0.01,2.3941,44.41
0.39209,0.00090551,7.1745e-06,4.4509e-05,0.99477,0.0051862,0.90551,0.98837,0.99567,0.99567,3.7335e-05,0.0042878,0,0.01,2.3941,44.6
0.39182,0.00090489,7.1709e-06,4.4512e-05,0.99477,0.0051862,0.90489,0.98837,0.99567,0.99567,3.7341e-05,0.0042885,0,0.01,2.3941,44.61
0.38838,0.00089694,7.1339e-06,4.4665e-05,0.99476,0.0051958,0.89694,0.98833,0.99566,0.99566,3.7531e-05,0.004306,0,0.01,2.3941,44.8
0.38863,0.00089752,7.1389e-06,4.4674e-05,0.99476,0.0051969,0.89752,0.98833,0.99566,0.99566,3.7535e-05,0.0043065,0,0.01,2.3941,44.81
0.38816,0.00089643,7.1337e-06,4.4695e-05,0.99476,0.0051981,0.89643,0.98841,0.99565,0.99565,3.7561e-05,0.0043088,0,0.01,2.3941,45
0.38799,0.00089606,7.1315e-06,4.4696e-05,0.99476,0.0051981,0.89606,0.9884,0.99565,0.99565,3.7564e-05,0.0043092,0,0.01,2.3941,45.01
0.38391,0.00088664,7.0613e-06,4.4663e-05,0.99476,0.0051922,0.88664,0.98826,0.99565,0.99565,3.7602e-05,0.0043127,0,0.01,2.3942,45.2
0.38392,0.00088665,7.0618e-06,4.4666e-05,0.99476,0.0051925,0.88665,0.98826,0.99565,0.99565,3.7605e-05,0.0043129,0,0.01,2.3942,45.21
0.38817,0.00089646,7.1424e-06,4.4762e-05,0.99475,0.0052037,0.89646,0.98826,0.99565,0.99565,3.762e-05,0.0043143,0,0.01,2.3942,45.4
0.38819,0.00089652,7.1433e-06,4.4766e-05,0.99475,0.005204,0.89652,0.98826,0.99565,0.99565,3.7623e-05,0.0043146,0,0.01,2.3942,45.41
0.38954,0.00089962,7.197e-06,4.5027e-05,0.99473,0.0052263,0.89962,0.98826,0.99563,0.99563,3.7831e-05,0.0043339,0,0.01,2.3941,45.6
0.38946,0.00089944,7.1962e-06,4.5031e-05,0.99473,0.0052265,0.89944,0.98826,0.99563,0.99563,3.7835e-05,0.0043343,0,0.01,2.3941,45.61
0.39208,0.0009055,7.2509e-06,4.5129e-05,0.99472,0.0052365,0.9055,0.98814,0.99562,0.99562,3.7878e-05,0.0043382,0,0.01,2.3942,45.8
0.39192,0.00090513,7.249e-06,4.5133e-05,0.99472,0.0052367,0.90513,0.98814,0.99562,0.99562,3.7884e-05,0.0043388,0,0.01,2.3942,45.81
0.38828,0.00089672,7.1888e-06,4.5126e-05,0.99472,0.0052333,0.89672,0.98803,0.99562,0.99562,3.7937e-05,0.0043437,0,0.01,2.3942,46
0.38844,0.00089709,7.1926e-06,4.5137e-05,0.99472,0.0052344,0.89709,0.98803,0.99562,0.99562,3.7944e-05,0.0043445,0,0.01,2.3942,46.01
0.38714,0.00089409,7.1797e-06,4.5205e-05,0.99472,0.0052389,0.89409,0.98803,0.99561,0.99561,3.8026e-05,0.004352,0,0.01,2.3942,46.2
0.38724,0.00089432,7.1815e-06,4.5208e-05,0.99472,0.0052392,0.89432,0.98803,0.99561,0.99561,3.8026e-05,0.004352,0,0.01,2.3942,46.21
0.38738,0.00089464,7.2017e-06,4.5356e-05,0.9947,0.0052513,0.89464,0.98809,0.9956,0.9956,3.8154e-05,0.0043639,0,0.01,2.3942,46.4
0.38716,0.00089414,7.1981e-06,4.5353e-05,0.9947,0.0052509,0.89414,0.98809,0.9956,0.9956,3.8155e-05,0.0043639,0,0.01,2.3942,46.41
0.3827,0.00088382,7.1192e-06,4.5308e-05,0.99471,0.0052438,0.88382,0.988,0.99559,0.99559,3.8189e-05,0.0043671,0,0.01,2.3942,46.6
0.38275,0.00088395,7.1213e-06,4.5317e-05,0.99471,0.0052446,0.88395,0.988,0.99559,0.99559,3.8196e-05,0.0043678,0,0.01,2.3942,46.61
0.38917,0.00089877,7.2658e-06,4.564e-05,0.99468,0.0052757,0.89877,0.98791,0.99558,0.99558,3.8374e-05,0.0043842,0,0.01,2.3942,46.8
0.38913,0.00089868,7.2659e-06,4.5645e-05,0.99468,0.0052761,0.89868,0.98791,0.99558,0.99558,3.8379e-05,0.0043847,0,0.01,2.3942,46.81
0.39082,0.00090258,7.335e-06,4.5984e-05,0.99465,0.0053049,0.90258,0.98791,0.99555,0.99555,3.8649e-05,0.0044096,0,0.01,2.3942,47
0.39086,0.00090267,7.3364e-06,4.5991e-05,0.99465,0.0053054,0.90267,0.98791,0.99555,0.99555,3.8654e-05,0.0044101,0,0.01,2.3942,47.01
0.38921,0.00089888,7.299e-06,4.5907e-05,0.99466,0.0052974,0.89888,0.98791,0.99556,0.99556,3.8608e-05,0.0044058,0,0.01,2.3942,47.2
0.38924,0.00089894,7.2998e-06,4.591e-05,0.99466,0.0052976,0.89894,0.98791,0.99556,0.99556,3.861e-05,0.004406,0,0.01,2.3942,47.21
0.38572,0.0008908,7.2229e-06,4.5756e-05,0.99467,0.0052825,0.8908,0.9879,0.99556,0.99556,3.8533e-05,0.0043989,0,0.01,2.3942,47.4
0.38572,0.0008908,7.2233e-06,4.5759e-05,0.99467,0.0052828,0.8908,0.9879,0.99556,0.99556,3.8536e-05,0.0043992,0,0.01,2.3942,47.41
0.38562,0.00089057,7.2515e-06,4.6007e-05,0.99465,0.0053028,0.89057,0.9878,0.99554,0.99554,3.8756e-05,0.0044195,0,0.01,2.3942,47.6
0.38558,0.00089049,7.2518e-06,4.6014e-05,0.99465,0.0053033,0.89049,0.9878,0.99554,0.99554,3.8762e-05,0.0044201,0,0.01,2.3942,47.61
0.3843,0.00088753,7.2465e-06,4.6147e-05,0.99464,0.0053131,0.88753,0.98777,0.99553,0.99553,3.8901e-05,0.0044328,0,0.01,2.3942,47.8
0.3844,0.00088775,7.2477e-06,4.6146e-05,0.99464,0.0053131,0.88775,0.98777,0.99553,0.99553,3.8898e-05,0.0044326,0,0.01,2.3942,47.81
0.39223,0.00090583,7.389e-06,4.6236e-05,0.99463,0.0053263,0.90583,0.98774,0.99553,0.99553,3.8847e-05,0.0044279,0,0.01,2.3942,48
0.39202,0.00090535,7.386e-06,4.6239e-05,0.99463,0.0053263,0.90535,0.98774,0.99553,0.99553,3.8853e-05,0.0044284,0,0.01,2.3942,48.01
0.39189,0.00090506,7.4168e-06,4.6508e-05,0.99461,0.005348,0.90506,0.98769,0.99551,0.99551,3.9091e-05,0.0044503,0,0.01,2.3942,48.2
0.39188,0.00090504,7.4176e-06,4.6516e-05,0.99461,0.0053486,0.90504,0.98769,0.99551,0.99551,3.9098e-05,0.004451,0,0.01,2.3942,48.21
0.38319,0.00088497,7.249e-06,4.6322e-05,0.99463,0.0053264,0.88497,0.98763,0.99551,0.99551,3.9073e-05,0.0044487,0,0.01,2.3942,48.4
0.38333,0.0008853,7.2513e-06,4.6323e-05,0.99463,0.0053266,0.8853,0.98762,0.99551,0.99551,3.9072e-05,0.0044486,0,0.01,2.3942,48.41
0.38987,0.00090038,7.3861e-06,4.6536e-05,0.9946,0.0053487,0.90038,0.98753,0.9955,0.9955,3.9149e-05,0.0044557,0,0.01,2.3942,48.6
0.38994,0.00090056,7.3885e-06,4.6545e-05,0.9946,0.0053495,0.90056,0.98753,0.9955,0.9955,3.9156e-05,0.0044564,0,0.01,2.3942,48.61
0.3896,0.00089977,7.402e-06,4.6704e-05,0.99459,0.0053622,0.89977,0.98744,0.99549,0.99549,3.9302e-05,0.0044698,0,0.01,2.3942,48.8
0.38964,0.00089987,7.4039e-06,4.6714e-05,0.99459,0.005363,0.89987,0.98743,0.99549,0.99549,3.931e-05,0.0044705,0,0.01,2.3942,48.81
0.38749,0.00089489,7.3825e-06,4.6836e-05,0.99458,0.0053713,0.89489,0.98737,0.99548,0.99548,3.9454e-05,0.0044837,0,0.01,2.3942,49
0.38746,0.00089482,7.3815e-06,4.6833e-05,0.99458,0.0053709,0.89482,0.98737,0.99548,0.99548,3.9451e-05,0.0044835,0,0.01,2.3942,49.01
0.38363,0.00088599,7.3209e-06,4.6865e-05,0.99458,0.0053707,0.88599,0.98745,0.99547,0.99547,3.9545e-05,0.004492,0,0.01,2.3942,49.2
0.38365,0.00088602,7.3217e-06,4.687e-05,0.99458,0.0053711,0.88602,0.98745,0.99547,0.99547,3.9549e-05,0.0044924,0,0.01,2.3942,49.21
0.38687,0.00089347,7.3953e-06,4.703e-05,0.99457,0.0053864,0.89347,0.9873,0.99546,0.99546,3.9635e-05,0.0045003,0,0.01,2.3942,49.4
0.3867,0.00089307,7.3938e-06,4.7039e-05,0.99457,0.005387,0.89307,0.9873,0.99546,0.99546,3.9645e-05,0.0045013,0,0.01,2.3942,49.41
0.38356,0.00088582,7.3314e-06,4.6961e-05,0.99457,0.0053784,0.88582,0.98738,0.99546,0.99546,3.963e-05,0.0044999,0,0.01,2.3942,49.6
0.3836,0.00088591,7.3325e-06,4.6965e-05,0.99457,0.0053788,0.88591,0.98738,0.99546,0.99546,3.9633e-05,0.0045002,0,0.01,2.3942,49.61
0.38664,0.00089294,7.4159e-06,4.7234e-05,0.99455,0.0054026,0.89294,0.98726,0.99544,0.99544,3.9818e-05,0.0045171,0,0.01,2.3942,49.8
0.38655,0.00089271,7.4149e-06,4.7237e-05,0.99455,0.0054028,0.89271,0.98726,0.99544,0.99544,3.9822e-05,0.0045175,0,0.01,2.3942,49.81
0.38261,0.00088361,7.3502e-06,4.7256e-05,0.99455,0.0054014,0.88361,0.98728,0.99543,0.99543,3.9906e-05,0.0045252,0,0.01,2.3942,50
0.38266,0.00088373,7.3521e-06,4.7265e-05,0.99455,0.0054022,0.88373,0.98728,0.99543,0.99543,3.9913e-05,0.0045258,0,0.01,2.3942,50.01
0.38447,0.00088793,7.401e-06,4.7416e-05,0.99454,0.0054157,0.88793,0.98725,0.99542,0.99542,4.0015e-05,0.0045352,0,0.01,2.3942,50.2
0.38452,0.00088803,7.4022e-06,4.742e-05,0.99454,0.0054161,0.88803,0.98725,0.99542,0.99542,4.0018e-05,0.0045355,0,0.01,2.3942,50.21
0.38663,0.0008929,7.4609e-06,4.7611e-05,0.99452,0.005433,0.8929,0.98709,0.99541,0.99541,4.015e-05,0.0045476,0,0.01,2.3942,50.4
0.38673,0.00089315,7.4637e-06,4.762e-05,0.99452,0.0054338,0.89315,0.98709,0.99541,0.99541,4.0156e-05,0.0045481,0,0.01,2.3942,50.41
0.3895,0.00089953,7.5351e-06,4.7822e-05,0.9945,0.0054521,0.89953,0.98707,0.9954,0.9954,4.0287e-05,0.0045601,0,0.01,2.3942,50.6
0.38952,0.00089959,7.5359e-06,4.7825e-05,0.9945,0.0054524,0.89959,0.98707,0.9954,0.9954,4.0289e-05,0.0045603,0,0.01,2.3942,50.61
0.38786,0.00089576,7.5167e-06,4.7902e-05,0.99449,0.0054574,0.89576,0.98707,0.99539,0.99539,4.0386e-05,0.0045691,0,0.01,2.3942,50.8
0.38786,0.00089574,7.5172e-06,4.7907e-05,0.99449,0.0054577,0.89574,0.98707,0.99539,0.99539,4.039e-05,0.0045695,0,0.01,2.3942,50.81
0.39182,0.0009049,7.6102e-06,4.8116e-05,0.99447,0.0054773,0.9049,0.98694,0.99538,0.99538,4.0506e-05,0.0045801,0,0.01,2.3942,51
0.39167,0.00090455,7.6083e-06,4.8119e-05,0.99447,0.0054775,0.90455,0.98694,0.99538,0.99538,4.0511e-05,0.0045805,0,0.01,2.3942,51.01
0.38874,0.00089779,7.5497e-06,4.805e-05,0.99448,0.0054698,0.89779,0.98693,0.99538,0.99538,4.05e-05,0.0045796,0,0.01,2.3942,51.2
0.38871,0.0008977,7.5501e-06,4.8058e-05,0.99448,0.0054705,0.8977,0.98693,0.99538,0.99538,4.0508e-05,0.0045803,0,0.01,2.3942,51.21
0.38831,0.00089679,7.5638e-06,4.8229e-05,0.99447,0.0054839,0.89679,0.98691,0.99536,0.99536,4.0666e-05,0.0045947,0,0.01,2.3942,51.4
0.38851,0.00089724,7.5671e-06,4.8231e-05,0.99447,0.0054842,0.89724,0.98691,0.99537,0.99537,4.0664e-05,0.0045945,0,0.01,2.3942,51.41
0.38797,0.00089601,7.5513e-06,4.8177e-05,0.99447,0.0054794,0.89601,0.98703,0.99537,0.99537,4.0625e-05,0.004591,0,0.01,2.3942,51.6
0.38781,0.00089563,7.5487e-06,4.8176e-05,0.99447,0.0054792,0.89563,0.98703,0.99537,0.99537,4.0627e-05,0.0045911,0,0.01,2.3942,51.61
0.38385,0.0008865,7.49e-06,4.8257e-05,0.99447,0.0054829,0.8865,0.98693,0.99536,0.99536,4.0767e-05,0.0046039,0,0.01,2.3942,51.8
0.38383,0.00088644,7.4904e-06,4.8263e-05,0.99447,0.0054833,0.88644,0.98693,0.99535,0.99535,4.0773e-05,0.0046044,0,0.01,2.3942,51.81
0.38888,0.00089811,7.6175e-06,4.8597e-05,0.99444,0.0055137,0.89811,0.98687,0.99534,0.99534,4.098e-05,0.0046232,0,0.01,2.3942,52
0.38895,0.00089826,7.6192e-06,4.8602e-05,0.99444,0.0055142,0.89826,0.98687,0.99534,0.99534,4.0983e-05,0.0046235,0,0.01,2.3942,52.01
0.38811,0.00089632,7.5852e-06,4.8439e-05,0.99445,0.0055006,0.89632,0.98669,0.99535,0.99535,4.0854e-05,0.0046118,0,0.01,2.3942,52.2
0.38816,0.00089644,7.5873e-06,4.845e-05,0.99445,0.0055014,0.89644,0.98669,0.99535,0.99535,4.0862e-05,0.0046126,0,0.01,2.3942,52.21
0.39289,0.00090736,7.6979e-06,4.8689e-05,0.99443,0.005524,0.90736,0.9866,0.99533,0.99533,4.0992e-05,0.0046243,0,0.01,2.3943,52.4
0.39277,0.00090708,7.6959e-06,4.869e-05,0.99443,0.0055239,0.90708,0.9866,0.99533,0.99533,4.0994e-05,0.0046245,0,0.01,2.3943,52.41
0.38748,0.00089487,7.6092e-06,4.8732e-05,0.99443,0.0055235,0.89487,0.98659,0.99532,0.99532,4.1123e-05,0.0046363,0,0.01,2.3942,52.6
0.38753,0.00089498,7.6105e-06,4.8736e-05,0.99443,0.0055239,0.89498,0.98658,0.99532,0.99532,4.1126e-05,0.0046365,0,0.01,2.3942,52.61
0.38954,0.00089963,7.675e-06,4.8984e-05,0.99441,0.0055451,0.89963,0.98669,0.99531,0.99531,4.1309e-05,0.0046531,0,0.01,2.3942,52.8
0.38944,0.00089941,7.6741e-06,4.8989e-05,0.99441,0.0055454,0.89941,0.98669,0.99531,0.99531,4.1315e-05,0.0046537,0,0.01,2.3942,52.81
0.38324,0.00088507,7.5524e-06,4.8875e-05,0.99442,0.005532,0.88507,0.98665,0.9953,0.9953,4.1323e-05,0.0046545,0,0.01,2.3942,53
0.38313,0.00088482,7.5507e-06,4.8876e-05,0.99442,0.005532,0.88482,0.98665,0.9953,0.9953,4.1325e-05,0.0046547,0,0.01,2.3942,53.01
0.38811,0.00089632,7.668e-06,4.9132e-05,0.9944,0.005556,0.89632,0.98649,0.99529,0.99529,4.1464e-05,0.0046673,0,0.01,2.3943,53.2
0.38831,0.0008968,7.6727e-06,4.9143e-05,0.99439,0.005557,0.8968,0.98649,0.99529,0.99529,4.147e-05,0.0046679,0,0.01,2.3943,53.21
0.38869,0.00089768,7.692e-06,4.9249e-05,0.99438,0.0055658,0.89768,0.98648,0.99528,0.99528,4.1558e-05,0.0046758,0,0.01,2.3943,53.4
0.3886,0.00089747,7.6913e-06,4.9256e-05,0.99438,0.0055662,0.89747,0.98648,0.99528,0.99528,4.1565e-05,0.0046764,0,0.01,2.3943,53.41
0.38614,0.00089178,7.6536e-06,4.9302e-05,0.99438,0.0055682,0.89178,0.98655,0.99527,0.99527,4.1648e-05,0.004684,0,0.01,2.3942,53.6
0.38595,0.00089133,7.6506e-06,4.9303e-05,0.99438,0.0055681,0.89133,0.98655,0.99527,0.99527,4.1653e-05,0.0046844,0,0.01,2.3942,53.61
0.38516,0.00088953,7.6598e-06,4.9498e-05,0.99437,0.0055831,0.88953,0.98641,0.99526,0.99526,4.1838e-05,0.0047012,0,0.01,2.3943,53.8
