Time for expansion;Time for normal vector calc.;Determining materials;Determining connectivities;Reduced graph num vertices;num componenets;Time for smoothing;Determining visibilities;Setup active cells;Setup partition;Rate calculation;Memory Ray Tracing Data Structure;Level set time integration;Output;Time for Output;Total time step excl. Output;Total time step incl. Output;Chosen time step;Time;Left Time
0.000644863;0.000215386;5.4994e-05;0;0;0;0;0;0.000399056;0.000749387;0.0337197;148460;0.000594163;0;4.59841e-08;0.036379;0.0759119;6.99154e-09;9.94196e-08;1
0.000662283;0.000209926;6.30639e-05;0;0;0;0;0;0.000388194;0.000717144;0.0321485;148424;0.00056695;0;4.29573e-08;0.0347578;0.0743007;7.03332e-09;1.06453e-07;1
0.000663289;0.00021323;6.337e-05;0;0;0;0;0;0.00043286;0.000734691;0.0351382;148328;0.00122076;0;1.08965e-07;0.0384692;0.0695889;7.07466e-09;1.13528e-07;1
0.000799516;0.000199618;6.0269e-05;0;0;0;0;0;0.000376873;0.000808758;0.0325598;146628;0.000635876;0;1.06986e-07;0.035443;0.0669286;7.11553e-09;1.20643e-07;1
0.000657596;0.000213293;5.6026e-05;0;0;0;0;0;0.000426092;0.000646229;0.0329318;112000;0.000635343;0;4.69154e-08;0.0355685;0.0670107;7.15587e-09;1.27799e-07;1
0.000683379;0.000213797;6.3056e-05;0;0;0;0;0;0.000401515;0.000677922;0.0319241;112000;0.000611315;0;4.61005e-08;0.0345777;0.0658619;7.19568e-09;1.34995e-07;1
0.000673848;0.000214137;6.4112e-05;0;0;0;0;0;0.000401612;0.000605579;0.0313984;112000;0.000589775;0;4.79631e-08;0.0339592;0.0652609;7.23491e-09;1.4223e-07;1
0.000669072;0.000209453;6.46471e-05;0;0;0;0;0;0.00035873;0.000586323;0.0330314;111912;0.00130592;0;1.08965e-07;0.0362286;0.0675561;7.25069e-09;1.4948e-07;1
0.000666484;0.000212809;6.6106e-05;0;0;0;0;0;0.000402814;0.000665417;0.0412734;111780;0.000944622;0;1.27009e-07;0.0442347;0.0837775;7.26659e-09;1.56747e-07;1
0.000617914;0.000227552;6.449e-05;0;0;0;0;0;0.00038664;0.000629562;0.0366686;111868;0.000612129;0;1.08033e-07;0.0392098;0.112183;7.28397e-09;1.64031e-07;1
0.000671499;0.000210906;6.2849e-05;0;0;0;0;0;0.000356212;0.000612259;0.0298196;111868;0.000624895;0;4.4005e-08;0.0323601;0.0636663;7.30266e-09;1.71333e-07;1
0.000660977;0.000208435;5.196e-05;0;0;0;0;0;0.000410978;0.000669504;0.030568;111868;0.000623112;0;4.59841e-08;0.0331946;0.0644629;7.32247e-09;1.78656e-07;1
0.00069347;0.000240624;9.3961e-05;0;0;0;0;0;0.000367411;0.00070738;0.0295006;111860;0.000617801;0;1.13039e-07;0.0322242;0.0632384;7.34328e-09;1.85999e-07;1
0.000674812;0.000216352;5.2641e-05;0;0;0;0;0;0.000401955;0.000681385;0.0324626;120368;0.000609552;0;4.49363e-08;0.0351018;0.0666443;7.36493e-09;1.93364e-07;1
0.000665305;0.000215482;5.2731e-05;0;0;0;0;0;0.000408131;0.000759873;0.0317628;146592;0.000593839;0;1.94996e-07;0.0344598;0.0656351;7.38731e-09;2.00751e-07;1
0.000656037;0.000221144;6.2981e-05;0;0;0;0;0;0.000386108;0.000724996;0.0310608;146708;0.000613747;0;4.59841e-08;0.0337275;0.0650451;7.4103e-09;2.08162e-07;1
0.000651048;0.000213142;6.50031e-05;0;0;0;0;0;0.000402;0.000775513;0.0305744;146708;0.000586927;0;4.70318e-08;0.0332697;0.0644983;7.43379e-09;2.15596e-07;1
0.000667767;0.000214105;6.3689e-05;0;0;0;0;0;0.000402857;0.000638019;0.0326139;112000;0.000608564;0;1.16066e-07;0.0352114;0.0664381;7.4577e-09;2.23053e-07;1
0.000662793;0.000212955;5.2396e-05;0;0;0;0;0;0.000400814;0.000657886;0.0405959;112000;0.00088035;0;6.29807e-08;0.0434657;0.0750115;7.48193e-09;2.30535e-07;1
0.000655341;0.000211653;5.4164e-05;0;0;0;0;0;0.00038865;0.00062278;0.0310792;111868;0.00064734;0;4.70318e-08;0.0336607;0.0651307;7.50641e-09;2.38042e-07;1
0.000664467;0.000210968;6.3051e-05;0;0;0;0;0;0.000405157;0.000628103;0.0308851;111868;0.000634857;0;4.4005e-08;0.0334933;0.0648235;7.53107e-09;2.45573e-07;1
0.000659377;0.000211049;6.4041e-05;0;0;0;0;0;0.000397461;0.000597238;0.0310366;111868;0.000874768;0;4.79631e-08;0.0338423;0.0650618;7.55583e-09;2.53129e-07;1
0.000711702;0.000210058;6.46641e-05;0;0;0;0;0;0.000450528;0.00074369;0.0303137;111868;0.000648976;0;1.13039e-07;0.033146;0.0642662;7.58065e-09;2.60709e-07;1
0.000660772;0.000219583;5.41609e-05;0;0;0;0;0;0.000408633;0.000644505;0.030709;111868;0.000622671;0;1.13971e-07;0.0333227;0.0645146;7.60547e-09;2.68315e-07;1
0.00116274;0.000316023;5.36849e-05;0;0;0;0;0;0.000653804;0.000761487;0.0387118;111992;0.000845652;0;5.90226e-08;0.0425071;0.0731795;7.63024e-09;2.75945e-07;1
0.000683368;0.000215486;6.24489e-05;0;0;0;0;0;0.000357867;0.000633243;0.029856;120404;0.000594638;0;4.59841e-08;0.0324047;0.130144;7.65491e-09;2.836e-07;1
0.00117202;0.000317935;6.6475e-05;0;0;0;0;0;0.000633731;0.000786768;0.0399574;123304;0.00090427;0;1.61002e-07;0.0438412;0.0740503;7.67945e-09;2.91279e-07;1
0.00111556;0.000315059;6.35671e-05;0;0;0;0;0;0.000614604;0.000816951;0.0320129;146592;0.000614437;0;5.00586e-08;0.0355548;0.0658183;7.70382e-09;2.98983e-07;1
0.000655702;0.000213899;6.3282e-05;0;0;0;0;0;0.000397;0.000744186;0.0308746;146708;0.000587018;0;4.88944e-08;0.0335374;0.0648215;7.72799e-09;3.06711e-07;1
0.000659385;0.000213972;6.4012e-05;0;0;0;0;0;0.000382343;0.000598089;0.0428383;111992;0.000864575;0;6.00703e-08;0.0456328;0.0770741;7.75193e-09;3.14463e-07;1
0.000882044;0.000235932;7.4452e-05;0;0;0;0;0;0.000429204;0.000710597;0.0388181;112000;0.000628443;0;1.42027e-07;0.0417816;0.0729669;7.77562e-09;3.22239e-07;1
0.00115809;0.000314087;5.30491e-05;0;0;0;0;0;0.000627535;0.000713;0.0405896;111868;0.000676698;0;5.2969e-08;0.0441341;0.0662925;7.79903e-09;3.30038e-07;1
0.000657685;0.000209737;6.51069e-05;0;0;0;0;0;0.000380936;0.000624131;0.0307553;111868;0.000607193;0;4.90109e-08;0.0333018;0.0562005;7.82214e-09;3.3786e-07;1
0.000657933;0.000211333;6.3961e-05;0;0;0;0;0;0.000381932;0.000595336;0.0301673;111868;0.000643513;0;4.99422e-08;0.0327331;0.0558896;7.84495e-09;3.45705e-07;1
0.000687222;0.000234407;6.5493e-05;0;0;0;0;0;0.000385655;0.000598025;0.029844;111860;0.000593451;0;4.50527e-08;0.03242;0.055387;7.86742e-09;3.53572e-07;1
0.000655444;0.000215813;6.34079e-05;0;0;0;0;0;0.000394321;0.00059688;0.0384184;111992;0.000917942;0;1.1106e-07;0.0412652;0.0643232;7.88956e-09;3.61462e-07;1
0.000676595;0.00021664;5.41731e-05;0;0;0;0;0;0.000384949;0.000677816;0.0318481;120308;0.000635323;0;8.78936e-08;0.0344956;0.0754787;7.91135e-09;3.69373e-07;1
0.000654001;0.000214705;5.35641e-05;0;0;0;0;0;0.000388625;0.000699463;0.0294069;123232;0.00059345;0;4.4005e-08;0.0320123;0.0716119;7.93277e-09;3.77306e-07;1
0.000667429;0.00021482;6.5543e-05;0;0;0;0;0;0.000400499;0.000775218;0.0314284;146520;0.000605723;0;4.29573e-08;0.0341593;0.0653157;7.95383e-09;3.8526e-07;1
0.000664145;0.000223892;5.2528e-05;0;0;0;0;0;0.000400362;0.000748887;0.032951;146628;0.000592519;0;4.70318e-08;0.0356352;0.0668833;7.96804e-09;3.93228e-07;1
0.000673463;0.000213326;5.59499e-05;0;0;0;0;0;0.000401835;0.000626927;0.0356045;111992;0.000628598;0;1.15018e-07;0.0382072;0.0694716;7.9753e-09;4.01203e-07;1
0.00069038;0.00021305;5.4064e-05;0;0;0;0;0;0.00042277;0.000670344;0.0434802;111912;0.000947889;0;1.16997e-07;0.0464811;0.0860186;7.98222e-09;4.09185e-07;1
0.0011395;0.000325026;5.47329e-05;0;0;0;0;0;0.000594131;0.000669976;0.0313547;111868;0.000626703;0;4.79631e-08;0.0347667;0.0652273;7.98354e-09;4.17169e-07;1
0.00104674;0.000357799;8.4994e-05;0;0;0;0;0;0.000646637;0.00106457;0.0309332;111876;0.000649892;0;4.50527e-08;0.0347856;0.0648655;7.9856e-09;4.25154e-07;1
0.000661226;0.00021048;6.36319e-05;0;0;0;0;0;0.000399591;0.00063839;0.0302468;111868;0.000607643;0;4.70318e-08;0.0328294;0.0640508;7.98835e-09;4.33143e-07;1
0.000614931;0.000199017;6.1471e-05;0;0;0;0;0;0.00037471;0.000613987;0.0309168;111860;0.000664879;0;1.13971e-07;0.0334486;0.0649272;7.99172e-09;4.41134e-07;1
0.00064285;0.000218264;5.2542e-05;0;0;0;0;0;0.000411444;0.000614358;0.0308934;111860;0.000629709;0;1.15018e-07;0.0334649;0.0649484;7.99569e-09;4.4913e-07;1
0.000656474;0.000217869;5.253e-05;0;0;0;0;0;0.000401987;0.000696529;0.0289205;111896;0.000607092;0;4.79631e-08;0.0315548;0.0627937;8.0002e-09;4.5713e-07;1
0.00066093;0.000214339;5.23849e-05;0;0;0;0;0;0.000402631;0.000666166;0.0298698;120280;0.000620527;0;4.4005e-08;0.0324984;0.0637744;8.00522e-09;4.65136e-07;1
0.000656291;0.000213954;6.28e-05;0;0;0;0;0;0.000410427;0.000637574;0.0302197;123304;0.000586593;0;4.79631e-08;0.032789;0.0641338;8.0107e-09;4.73146e-07;1
0.000662085;0.000214302;6.3229e-05;0;0;0;0;0;0.0004055;0.000741649;0.0324596;146744;0.000642802;0;1.20956e-07;0.0351919;0.0661625;8.0166e-09;4.81163e-07;1
0.000654536;0.000214293;5.3754e-05;0;0;0;0;0;0.000402344;0.000617715;0.0335768;111904;0.000620648;0;4.70318e-08;0.0361423;0.067482;8.0229e-09;4.89186e-07;1
0.00065683;0.000211768;5.323e-05;0;0;0;0;0;0.000403028;0.000661038;0.0318116;112000;0.000591467;0;4.79631e-08;0.0343906;0.0657947;8.02956e-09;4.97215e-07;1
0.000648416;0.000210498;5.35081e-05;0;0;0;0;0;0.000400021;0.000623945;0.0313959;111876;0.000619603;0;4.4005e-08;0.0339534;0.0652902;8.03654e-09;5.05252e-07;0.999999
0.000651665;0.000210348;5.2508e-05;0;0;0;0;0;0.00040313;0.000598686;0.0307357;111876;0.000626573;0;4.69154e-08;0.0332802;0.0646235;8.04382e-09;5.13296e-07;0.999999
0.000697892;0.000218085;5.2815e-05;0;0;0;0;0;0.000393281;0.000598639;0.0320792;111860;0.00067546;0;1.09896e-07;0.0347179;0.0660265;8.05137e-09;5.21347e-07;0.999999
0.0006481;0.000211133;5.2543e-05;0;0;0;0;0;0.000399052;0.00067098;0.0325291;111992;0.000677143;0;4.30737e-08;0.0351902;0.0666955;8.05916e-09;5.29406e-07;0.999999
0.000654916;0.000216037;5.2568e-05;0;0;0;0;0;0.000417095;0.000643339;0.0296208;111992;0.000594326;0;4.90109e-08;0.0322006;0.0716539;8.06717e-09;5.37473e-07;0.999999
0.000656433;0.000214497;6.35099e-05;0;0;0;0;0;0.00040034;0.000610457;0.0293048;111912;0.000596161;0;4.59841e-08;0.0318487;0.0631178;8.07538e-09;5.45549e-07;0.999999
0.000663764;0.000213822;6.5062e-05;0;0;0;0;0;0.000414851;0.000630548;0.0298667;120316;0.000586447;0;4.90109e-08;0.0324428;0.0719071;8.08376e-09;5.53632e-07;0.999999
0.000664648;0.000214326;6.54591e-05;0;0;0;0;0;0.000404771;0.000656177;0.0298915;123340;0.000641283;0;1.11992e-07;0.0325408;0.0638598;8.09229e-09;5.61725e-07;0.999999
0.000714079;0.000193239;6.2765e-05;0;0;0;0;0;0.00037996;0.000716316;0.0422871;146608;0.00102308;0;1.10012e-07;0.045379;0.0764396;8.10096e-09;5.69826e-07;0.999999
0.000796898;0.000218669;5.5674e-05;0;0;0;0;0;0.0004224;0.00078023;0.0406413;146672;0.000955497;0;9.10368e-08;0.0438727;0.0747227;8.10975e-09;5.77935e-07;0.999999
0.00075849;0.000216021;6.40861e-05;0;0;0;0;0;0.000404099;0.000590006;0.0363667;111964;0.000594371;0;4.70318e-08;0.0389956;0.0702318;8.11863e-09;5.86054e-07;0.999999
0.00071303;0.000214593;6.3672e-05;0;0;0;0;0;0.000401467;0.000599088;0.0314479;111876;0.000607601;0;4.59841e-08;0.034059;0.0569725;8.1276e-09;5.94182e-07;0.999999
0.000587891;0.000224229;5.2116e-05;0;0;0;0;0;0.000357924;0.000597814;0.0309612;111860;0.000636576;0;4.79631e-08;0.0334192;0.0566582;8.13664e-09;6.02318e-07;0.999999
0.0017347;0.000213773;6.2236e-05;0;0;0;0;0;0.000412739;0.000602433;0.0419878;111992;0.00106769;0;9.60426e-08;0.0460838;0.0763438;8.14573e-09;6.10464e-07;0.999999
0.000763957;0.000210932;5.5365e-05;0;0;0;0;0;0.000416643;0.000657311;0.0396662;111992;0.00105495;0;4.80795e-08;0.0428272;0.0656771;8.15487e-09;6.18619e-07;0.999999
0.000762316;0.000215262;6.2833e-05;0;0;0;0;0;0.000426575;0.000573892;0.0327417;111912;0.00062951;0;4.50527e-08;0.0354238;0.0583858;8.16403e-09;6.26783e-07;0.999999
0.000646938;0.000214791;6.3097e-05;0;0;0;0;0;0.000407151;0.000605533;0.0292731;111912;0.000595739;0;4.38886e-08;0.0318079;0.0549244;8.17321e-09;6.34956e-07;0.999999
0.000653424;0.000215527;6.35551e-05;0;0;0;0;0;0.000404466;0.000629507;0.0298868;120272;0.0005929;0;4.50527e-08;0.032448;0.0637933;8.18241e-09;6.43139e-07;0.999999
0.000966915;0.000205388;6.7876e-05;0;0;0;0;0;0.000382299;0.000641939;0.0306628;123340;0.000625731;0;1.08965e-07;0.0335558;0.0642626;8.1916e-09;6.5133e-07;0.999999
0.000679869;0.000214305;5.3251e-05;0;0;0;0;0;0.000400665;0.000775251;0.0299323;123268;0.000710656;0;9.90694e-08;0.0327687;0.063797;8.20078e-09;6.59531e-07;0.999999
0.00065299;0.000214636;6.3538e-05;0;0;0;0;0;0.000401338;0.000753781;0.0307775;146672;0.000590731;0;4.50527e-08;0.0334563;0.06463;8.20995e-09;6.67741e-07;0.999999
0.000659132;0.000223439;6.2437e-05;0;0;0;0;0;0.000400223;0.000671793;0.0317711;112000;0.000588755;0;4.79631e-08;0.0343787;0.0655992;8.21909e-09;6.7596e-07;0.999999
0.000658972;0.000211817;6.63199e-05;0;0;0;0;0;0.000375797;0.000597298;0.0314362;111912;0.000612616;0;4.30737e-08;0.0339713;0.0646008;8.22819e-09;6.84188e-07;0.999999
0.000952833;0.000213205;6.2756e-05;0;0;0;0;0;0.000390356;0.000612467;0.0323009;111992;0.000688335;0;1.08033e-07;0.0352234;0.0681135;8.23726e-09;6.92425e-07;0.999999
0.000730543;0.000202138;5.0795e-05;0;0;0;0;0;0.000382156;0.000613288;0.0411416;112000;0.00100773;0;4.29573e-08;0.0441303;0.0754028;8.24628e-09;7.00672e-07;0.999999
0.000763172;0.000211067;6.3407e-05;0;0;0;0;0;0.000418234;0.000574215;0.0332866;111876;0.000624526;0;4.79631e-08;0.0359432;0.0672038;8.25525e-09;7.08927e-07;0.999999
0.000661022;0.000214004;6.60759e-05;0;0;0;0;0;0.000372017;0.00059608;0.0295812;111912;0.000606555;0;4.59841e-08;0.0320986;0.0635016;8.26416e-09;7.17191e-07;0.999999
0.000646462;0.000199266;4.7114e-05;0;0;0;0;0;0.000367785;0.000610607;0.0313193;111860;0.00124407;0;6.70552e-08;0.0344368;0.0658999;8.27302e-09;7.25464e-07;0.999999
0.000928461;0.000195526;7.1567e-05;0;0;0;0;0;0.000372886;0.000653554;0.0311662;120272;0.000619453;0;1.08965e-07;0.03401;0.0730507;8.2818e-09;7.33746e-07;0.999999
0.000662022;0.000216634;5.66529e-05;0;0;0;0;0;0.000402653;0.00067706;0.0294333;123268;0.000588167;0;1.0198e-07;0.0320385;0.063425;8.29052e-09;7.42036e-07;0.999999
0.000661798;0.000214284;6.19009e-05;0;0;0;0;0;0.000409212;0.000654093;0.0284172;123232;0.000613982;0;4.88944e-08;0.0310339;0.0624343;8.29293e-09;7.50329e-07;0.999999
0.000661101;0.000212984;5.3325e-05;0;0;0;0;0;0.000392744;0.000596264;0.0323463;111992;0.000596691;0;4.99422e-08;0.034861;0.0661834;8.29315e-09;7.58623e-07;0.999999
0.000657751;0.000213069;6.4076e-05;0;0;0;0;0;0.000404317;0.000599019;0.031765;111912;0.00059674;0;4.61005e-08;0.0343015;0.0656574;8.29367e-09;7.66916e-07;0.999999
0.000701119;0.000191243;5.76871e-05;0;0;0;0;0;0.000359379;0.000616648;0.0431953;111868;0.00107364;0;1.10012e-07;0.0461972;0.0774254;8.29447e-09;7.75211e-07;0.999999
0.000780333;0.000210787;5.3763e-05;0;0;0;0;0;0.000368094;0.000646461;0.0424918;112000;0.00106386;0;4.4005e-08;0.0456171;0.0763775;8.29555e-09;7.83506e-07;0.999999
0.000775229;0.000210458;6.4479e-05;0;0;0;0;0;0.000400989;0.000622947;0.0381165;111780;0.000624444;0;4.70318e-08;0.0408167;0.0719868;8.29688e-09;7.91803e-07;0.999999
0.000653431;0.000209329;6.3465e-05;0;0;0;0;0;0.000400604;0.000645523;0.0302094;111912;0.000617472;0;4.59841e-08;0.0328012;0.0640565;8.29845e-09;8.00102e-07;0.999999
0.000661849;0.000214558;6.24161e-05;0;0;0;0;0;0.000402569;0.000661546;0.0299628;111860;0.000618425;0;5.40167e-08;0.0325863;0.0638748;8.30025e-09;8.08402e-07;0.999999
0.00065697;0.000214531;6.09279e-05;0;0;0;0;0;0.000399003;0.000646008;0.0301503;112036;0.000796691;0;1.11992e-07;0.0329275;0.0642824;8.30227e-09;8.16704e-07;0.999999
0.000675956;0.000231301;5.31359e-05;0;0;0;0;0;0.000399577;0.000671812;0.0320067;120208;0.000659845;0;9.90694e-08;0.0347003;0.0658168;8.30449e-09;8.25009e-07;0.999999
0.000691975;0.000213601;5.3538e-05;0;0;0;0;0;0.000407155;0.000670098;0.0290218;123232;0.000623995;0;4.4005e-08;0.0316846;0.0629707;8.30691e-09;8.33315e-07;0.999999
0.000658322;0.000214846;6.5307e-05;0;0;0;0;0;0.000422763;0.000718381;0.0310125;146564;0.000580034;0;4.59841e-08;0.0336738;0.0648064;8.3095e-09;8.41625e-07;0.999999
0.00066849;0.000214137;6.35331e-05;0;0;0;0;0;0.000401243;0.000665546;0.0319771;112072;0.000613566;0;4.59841e-08;0.0346055;0.0658137;8.31227e-09;8.49937e-07;0.999999
0.000661406;0.000218966;6.4041e-05;0;0;0;0;0;0.000403485;0.00116126;0.0396745;111912;0.000644886;0;1.1595e-07;0.0428316;0.0737326;8.3152e-09;8.58252e-07;0.999999
0.000661562;0.000211794;6.4645e-05;0;0;0;0;0;0.000407947;0.000645461;0.033603;111912;0.0006617;0;9.30158e-08;0.0362586;0.0679812;8.31829e-09;8.66571e-07;0.999999
0.000652297;0.000211847;5.4338e-05;0;0;0;0;0;0.00040651;0.000633237;0.0306211;111912;0.000605472;0;4.29573e-08;0.0331864;0.0646839;8.32151e-09;8.74892e-07;0.999999
0.0006509;0.000211375;5.2642e-05;0;0;0;0;0;0.000403816;0.000607954;0.0303222;111912;0.000614001;0;4.4005e-08;0.0328645;0.0808821;8.32487e-09;8.83217e-07;0.999999
0.000689949;0.000213016;5.2945e-05;0;0;0;0;0;0.000357062;0.000589218;0.0319314;111912;0.000624905;0;4.59841e-08;0.0344602;0.0657971;8.32835e-09;8.91545e-07;0.999999
0.000625962;0.000200842;6.1529e-05;0;0;0;0;0;0.000383613;0.000607095;0.0302304;111912;0.000617825;0;1.14087e-07;0.0327305;0.064183;8.33194e-09;8.99877e-07;0.999999
0.000635434;0.000214537;5.58391e-05;0;0;0;0;0;0.000406923;0.000665315;0.0295312;112116;0.000605754;0;1.00932e-07;0.0321169;0.0633139;8.33565e-09;9.08213e-07;0.999999
0.000671749;0.000265995;6.4902e-05;0;0;0;0;0;0.000401135;0.00068208;0.0293455;123232;0.000619946;0;4.59841e-08;0.032053;0.0547715;8.33945e-09;9.16553e-07;0.999999
0.000653249;0.000218164;5.2282e-05;0;0;0;0;0;0.000371348;0.000642519;0.030613;123268;0.000589776;0;4.70318e-08;0.0331419;0.0644841;8.34334e-09;9.24896e-07;0.999999
0.000674679;0.000224859;6.4287e-05;0;0;0;0;0;0.000399983;0.000791746;0.0307167;146788;0.000580798;0;4.50527e-08;0.0334546;0.0646016;8.34732e-09;9.33243e-07;0.999999
0.000821083;0.000282378;7.5017e-05;0;0;0;0;0;0.00043468;0.000644875;0.042814;112072;0.000654676;0;1.08033e-07;0.0457293;0.0684318;8.35138e-09;9.41595e-07;0.999999
0.000667447;0.000218122;5.5314e-05;0;0;0;0;0;0.000401263;0.000643788;0.033413;112080;0.000635539;0;4.50527e-08;0.0360368;0.0673936;8.35551e-09;9.4995e-07;0.999999
0.000667873;0.000210638;6.4095e-05;0;0;0;0;0;0.000388232;0.000654084;0.0311534;111912;0.000622306;0;4.59841e-08;0.0337623;0.0648469;8.35971e-09;9.5831e-07;0.999999
0.000650797;0.00021197;6.2232e-05;0;0;0;0;0;0.000397685;0.000648104;0.0306778;111816;0.000664706;0;4.61005e-08;0.033325;0.0562598;8.36396e-09;9.66674e-07;0.999999
0.000652566;0.000212558;6.2988e-05;0;0;0;0;0;0.000398745;0.000628242;0.0300134;111912;0.000614514;0;4.49363e-08;0.0325849;0.0639907;8.36827e-09;9.75042e-07;0.999999
0.000653935;0.000215889;6.4497e-05;0;0;0;0;0;0.000404757;0.00067839;0.0312993;111912;0.00065611;0;1.08033e-07;0.0339765;0.0652993;8.37263e-09;9.83415e-07;0.999999
0.00063971;0.000214602;5.4911e-05;0;0;0;0;0;0.000416706;0.000643415;0.0312595;112036;0.000645535;0;4.50527e-08;0.0338763;0.0648004;8.37704e-09;9.91792e-07;0.999999
0.000647074;0.000215173;5.32899e-05;0;0;0;0;0;0.000402955;0.000689256;0.0316947;120308;0.000608554;0;1.05938e-07;0.0343129;0.0659688;8.38148e-09;1.00017e-06;0.999999
0.000657126;0.00021575;6.3907e-05;0;0;0;0;0;0.000400643;0.000673818;0.0292393;123268;0.000631946;0;4.69154e-08;0.0318843;0.0630686;8.38596e-09;1.00856e-06;0.999999
0.000671111;0.000216076;6.5178e-05;0;0;0;0;0;0.000402351;0.000689994;0.030658;123268;0.000589002;0;4.50527e-08;0.0332934;0.0645526;8.39046e-09;1.01695e-06;0.999999
0.00065681;0.000214381;6.3547e-05;0;0;0;0;0;0.000411963;0.000773679;0.031133;146788;0.000648446;0;1.22003e-07;0.0339039;0.0650371;8.395e-09;1.02534e-06;0.999999
0.00213578;0.000288003;6.1466e-05;0;0;0;0;0;0.000399377;0.0006134;0.0335396;112044;0.00071138;0;1.03959e-07;0.0377518;0.0676536;8.39955e-09;1.03374e-06;0.999999
0.000655205;0.000213262;5.313e-05;0;0;0;0;0;0.000402889;0.000648589;0.0434407;112044;0.000902545;0;6.20494e-08;0.0463184;0.0776485;8.40412e-09;1.04215e-06;0.999999
0.00109068;0.000313989;6.29131e-05;0;0;0;0;0;0.00060786;0.000686228;0.0308061;112028;0.000609654;0;5.4948e-08;0.0341793;0.0895805;8.40871e-09;1.05056e-06;0.999999
0.000662362;0.000210668;6.3433e-05;0;0;0;0;0;0.000405122;0.00059519;0.0306731;111912;0.000626402;0;4.79631e-08;0.0332383;0.0646259;8.41331e-09;1.05897e-06;0.999999
0.00157271;0.000473709;0.000147583;0;0;0;0;0;0.00102221;0.00105214;0.0316243;111912;0.000655582;0;1.11992e-07;0.0365514;0.0655339;8.41792e-09;1.06739e-06;0.999999
