Number of active Voxels;Number of Leaves;Number of Nodes;TotalLeavesSurfaceArea;TotalActiveCellsSurfaceArea;BoundingBoxSurfaceArea;Average Num. of traversed leaves
2891;4100;4100;30742;11564;3332;9.22629
2902;4114;4114;30786;11608;3332;9.2395
2924;4155;4155;30904;11696;3332;9.27491
2915;4131;4131;30840;11660;3332;9.2557
2901;4122;4122;30802;11604;3332;9.2443
2901;4117;4117;30792;11604;3332;9.2413
2899;4104;4104;30664;11596;3332;9.20288
2900;4109;4109;30720;11600;3332;9.21969
2898;4106;4106;30716;11592;3332;9.21849
2902;4112;4112;30740;11608;3332;9.22569
2893;4076;4076;30536;11572;3332;9.16447
2901;4104;4104;30692;11604;3332;9.21128
2898;4106;4106;30828;11592;3332;9.2521
2909;4131;4131;30902;11636;3332;9.27431
2924;4133;4133;30750;11696;3332;9.22869
2917;4126;4126;30762;11668;3332;9.23229
2905;4116;4116;30786;11620;3332;9.2395
2911;4114;4114;30742;11644;3332;9.22629
2899;4093;4093;30626;11596;3332;9.19148
2905;4111;4111;30706;11620;3332;9.21549
2903;4087;4087;30600;11612;3332;9.18367
2905;4108;4108;30706;11620;3332;9.21549
2901;4082;4082;30560;11604;3332;9.17167
2907;4093;4093;30604;11628;3332;9.18487
2912;4126;4126;30888;11648;3332;9.27011
2933;4150;4150;30890;11732;3332;9.27071
2937;4144;4144;30812;11748;3332;9.2473
2906;4115;4115;30778;11624;3332;9.23709
2914;4117;4117;30714;11656;3332;9.21789
2908;4126;4126;30806;11632;3332;9.2455
2907;4125;4125;30784;11628;3332;9.2389
2904;4097;4097;30678;11616;3332;9.20708
2912;4113;4113;30714;11648;3332;9.21789
2902;4102;4102;30696;11608;3332;9.21248
2916;4100;4100;30604;11664;3332;9.18487
2906;4141;4141;30980;11624;3332;9.29772
2917;4139;4139;30948;11668;3332;9.28812
2939;4159;4159;30914;11756;3332;9.27791
2937;4150;4150;30864;11748;3332;9.26291
2916;4108;4108;30644;11664;3332;9.19688
2914;4117;4117;30730;11656;3332;9.22269
2914;4125;4125;30770;11656;3332;9.23469
2908;4096;4096;30708;11632;3332;9.21609
2908;4106;4106;30734;11632;3332;9.22389
2917;4111;4111;30670;11668;3332;9.20468
2908;4106;4106;30720;11632;3332;9.21969
2920;4104;4104;30586;11680;3332;9.17947
2918;4133;4133;30890;11672;3332;9.27071
2930;4152;4152;30908;11720;3332;9.27611
2943;4148;4148;30828;11772;3332;9.2521
2931;4146;4146;30892;11724;3332;9.27131
2912;4098;4098;30634;11648;3332;9.19388
2914;4111;4111;30676;11656;3332;9.20648
2914;4116;4116;30712;11656;3332;9.21729
2907;4085;4085;30538;11628;3332;9.16507
2907;4088;4088;30610;11628;3332;9.18667
2918;4106;4106;30652;11672;3332;9.19928
2904;4086;4086;30610;11616;3332;9.18667
2914;4093;4093;30548;11656;3332;9.16807
2917;4140;4140;30944;11668;3332;9.28691
2938;4146;4146;30838;11752;3332;9.2551
2937;4129;4129;30796;11748;3332;9.2425
2919;4134;4134;30880;11676;3332;9.26771
2918;4104;4104;30686;11672;3332;9.20948
2920;4111;4111;30696;11680;3332;9.21248
2910;4101;4101;30664;11640;3332;9.20288
2909;4100;4100;30650;11636;3332;9.19868
2912;4095;4095;30602;11648;3332;9.18427
2914;4097;4097;30602;11656;3332;9.18427
2905;4097;4097;30602;11620;3332;9.18427
2908;4081;4081;30508;11632;3332;9.15606
2928;4147;4147;30912;11712;3332;9.27731
2946;4165;4165;30946;11784;3332;9.28752
2937;4135;4135;30792;11748;3332;9.2413
2925;4126;4126;30824;11700;3332;9.2509
2926;4117;4117;30760;11704;3332;9.23169
2922;4129;4129;30832;11688;3332;9.2533
2913;4098;4098;30662;11652;3332;9.20228
2918;4107;4107;30712;11672;3332;9.21729
2919;4111;4111;30694;11676;3332;9.21188
2914;4102;4102;30640;11656;3332;9.19568
2917;4112;4112;30692;11668;3332;9.21128
2916;4136;4136;30938;11664;3332;9.28511
2947;4170;4170;31122;11788;3332;9.34034
2948;4159;4159;31034;11792;3332;9.31393
2925;4141;4141;30862;11700;3332;9.2623
2921;4118;4118;30792;11684;3332;9.2413
2919;4113;4113;30760;11676;3332;9.23169
2924;4113;4113;30734;11696;3332;9.22389
2913;4093;4093;30650;11652;3332;9.19868
2920;4100;4100;30632;11680;3332;9.19328
2922;4103;4103;30648;11688;3332;9.19808
2917;4103;4103;30632;11668;3332;9.19328
2920;4099;4099;30614;11680;3332;9.18788
2931;4150;4150;30934;11724;3332;9.28391
2950;4171;4171;31128;11800;3332;9.34214
2941;4140;4140;30862;11764;3332;9.2623
2927;4120;4120;30738;11708;3332;9.22509
2929;4119;4119;30738;11716;3332;9.22509
2936;4123;4123;30726;11744;3332;9.22149
2932;4118;4118;30686;11728;3332;9.20948
2925;4110;4110;30664;11700;3332;9.20288
2927;4121;4121;30728;11708;3332;9.22209
2936;4143;4143;30828;11744;3332;9.2521
2936;4138;4138;30776;11744;3332;9.23649
2937;4166;4166;31082;11748;3332;9.32833
2964;4188;4188;31238;11856;3332;9.37515
2970;4173;4173;31144;11880;3332;9.34694
2950;4157;4157;31064;11800;3332;9.32293
2944;4135;4135;30812;11776;3332;9.2473
2941;4136;4136;30812;11764;3332;9.2473
2944;4127;4127;30730;11776;3332;9.22269
2946;4118;4118;30694;11784;3332;9.21188
2948;4132;4132;30906;11792;3332;9.27551
2945;4139;4139;30816;11780;3332;9.2485
2938;4130;4130;30748;11752;3332;9.22809
2945;4126;4126;30690;11780;3332;9.21068
2954;4167;4167;31150;11816;3332;9.34874
2986;4211;4211;31322;11944;3332;9.40036
2986;4196;4196;31264;11944;3332;9.38295
2952;4150;4150;30988;11808;3332;9.30012
2950;4145;4145;30958;11800;3332;9.29112
2954;4143;4143;30894;11816;3332;9.27191
2952;4144;4144;30910;11808;3332;9.27671
2952;4144;4144;30972;11808;3332;9.29532
2950;4133;4133;30812;11800;3332;9.2473
2955;4135;4135;30834;11820;3332;9.2539
2955;4128;4128;30790;11820;3332;9.2407
2950;4153;4153;31060;11800;3332;9.32173
2975;4198;4198;31300;11900;3332;9.39376
2981;4207;4207;31338;11924;3332;9.40516
2953;4162;4162;31060;11812;3332;9.32173
2948;4141;4141;30952;11792;3332;9.28932
2943;4138;4138;30848;11772;3332;9.2581
2950;4113;4113;30752;11800;3332;9.22929
2947;4138;4138;31002;11788;3332;9.30432
2945;4141;4141;30982;11780;3332;9.29832
2952;4139;4139;30942;11808;3332;9.28631
2947;4139;4139;30934;11788;3332;9.28391
2941;4136;4136;30912;11764;3332;9.27731
2945;4169;4169;31232;11780;3332;9.37335
2980;4192;4192;31234;11920;3332;9.37395
2987;4203;4203;31288;11948;3332;9.39016
2956;4167;4167;31160;11824;3332;9.35174
2947;4135;4135;30926;11788;3332;9.28151
2946;4137;4137;30934;11784;3332;9.28391
2954;4141;4141;30958;11816;3332;9.29112
2944;4123;4123;30880;11776;3332;9.26771
2947;4125;4125;30894;11788;3332;9.27191
2949;4134;4134;30880;11796;3332;9.26771
2948;4138;4138;30904;11792;3332;9.27491
2949;4123;4123;30782;11796;3332;9.2383
2967;4178;4178;31220;11868;3332;9.36975
2986;4221;4221;31370;11944;3332;9.41477
2972;4171;4171;31124;11888;3332;9.34094
2954;4151;4151;31072;11816;3332;9.32533
2949;4140;4140;30950;11796;3332;9.28872
2953;4141;4141;30948;11812;3332;9.28812
2953;4124;4124;30846;11812;3332;9.2575
2949;4121;4121;30838;11796;3332;9.2551
2959;4139;4139;30990;11836;3332;9.30072
2960;4147;4147;31002;11840;3332;9.30432
2947;4116;4116;30758;11788;3332;9.23109
2953;4160;4160;31106;11812;3332;9.33553
2987;4220;4220;31432;11948;3332;9.43337
2972;4211;4211;31436;11888;3332;9.43457
2957;4159;4159;31100;11828;3332;9.33373
2956;4147;4147;31074;11824;3332;9.32593
2953;4158;4158;31056;11812;3332;9.32053
2955;4148;4148;31070;11820;3332;9.32473
2950;4123;4123;30806;11800;3332;9.2455
2952;4140;4140;30964;11808;3332;9.29292
2956;4153;4153;31092;11824;3332;9.33133
2949;4127;4127;30848;11796;3332;9.2581
2949;4121;4121;30798;11796;3332;9.2431
2990;4242;4242;31646;11960;3332;9.4976
2986;4233;4233;31484;11944;3332;9.44898
2957;4163;4163;31142;11828;3332;9.34634
2962;4171;4171;31204;11848;3332;9.36495
2952;4151;4151;31030;11808;3332;9.31273
2953;4154;4154;31118;11812;3332;9.33914
2960;4154;4154;31120;11840;3332;9.33974
2960;4147;4147;31084;11840;3332;9.32893
2961;4156;4156;31094;11844;3332;9.33193
2968;4170;4170;31110;11872;3332;9.33673
2954;4152;4152;31050;11816;3332;9.31873
2968;4185;4185;31292;11872;3332;9.39136
2985;4225;4225;31554;11940;3332;9.46999
2974;4219;4219;31556;11896;3332;9.47059
2959;4150;4150;31064;11836;3332;9.32293
2964;4179;4179;31250;11856;3332;9.37875
2957;4159;4159;31152;11828;3332;9.34934
2959;4155;4155;31136;11836;3332;9.34454
2953;4124;4124;30898;11812;3332;9.27311
2956;4145;4145;31090;11824;3332;9.33073
2960;4148;4148;31056;11840;3332;9.32053
2958;4143;4143;31002;11832;3332;9.30432
2962;4187;4187;31340;11848;3332;9.40576
2998;4236;4236;31610;11992;3332;9.48679
2985;4221;4221;31536;11940;3332;9.46459
2958;4147;4147;31052;11832;3332;9.31933
2963;4153;4153;31056;11852;3332;9.32053
2954;4151;4151;31156;11816;3332;9.35054
2959;4155;4155;31158;11836;3332;9.35114
2958;4146;4146;31116;11832;3332;9.33854
2959;4147;4147;31078;11836;3332;9.32713
2958;4150;4150;31102;11832;3332;9.33433
2972;4173;4173;31178;11888;3332;9.35714
2960;4153;4153;31034;11840;3332;9.31393
2998;4212;4212;31430;11992;3332;9.43277
2987;4222;4222;31478;11948;3332;9.44718
2964;4172;4172;31224;11856;3332;9.37095
2968;4149;4149;31034;11872;3332;9.31393
2971;4162;4162;31094;11884;3332;9.33193
2961;4154;4154;31122;11844;3332;9.34034
2958;4156;4156;31154;11832;3332;9.34994
2966;4160;4160;31184;11864;3332;9.35894
2957;4141;4141;31104;11828;3332;9.33493
2961;4163;4163;31206;11844;3332;9.36555
2971;4160;4160;31112;11884;3332;9.33733
2968;4200;4200;31460;11872;3332;9.44178
2993;4223;4223;31504;11972;3332;9.45498
2991;4216;4216;31472;11964;3332;9.44538
2973;4193;4193;31338;11892;3332;9.40516
2966;4160;4160;31158;11864;3332;9.35114
2971;4163;4163;31158;11884;3332;9.35114
2968;4194;4194;31452;11872;3332;9.43938
2961;4146;4146;31100;11844;3332;9.33373
2966;4171;4171;31288;11864;3332;9.39016
2963;4155;4155;31208;11852;3332;9.36615
2966;4151;4151;31126;11864;3332;9.34154
2970;4188;4188;31300;11880;3332;9.39376
2969;4193;4193;31506;11876;3332;9.45558
2998;4233;4233;31606;11992;3332;9.48559
2997;4229;4229;31564;11988;3332;9.47299
2980;4187;4187;31320;11920;3332;9.39976
2968;4164;4164;31206;11872;3332;9.36555
2971;4182;4182;31346;11884;3332;9.40756
2972;4189;4189;31428;11888;3332;9.43217
2965;4189;4189;31378;11860;3332;9.41717
2966;4176;4176;31332;11864;3332;9.40336
2963;4171;4171;31306;11852;3332;9.39556
2966;4175;4175;31278;11864;3332;9.38715
2971;4177;4177;31254;11884;3332;9.37995
2981;4226;4226;31728;11924;3332;9.52221
3012;4238;4238;31724;12048;3332;9.52101
2995;4251;4251;31746;11980;3332;9.52761
2979;4212;4212;31628;11916;3332;9.4922
2973;4183;4183;31462;11892;3332;9.44238
2971;4182;4182;31334;11884;3332;9.40396
2979;4179;4179;31426;11916;3332;9.43157
2970;4194;4194;31436;11880;3332;9.43457
2969;4177;4177;31344;11876;3332;9.40696
2970;4185;4185;31358;11880;3332;9.41116
2975;4185;4185;31328;11900;3332;9.40216
2968;4171;4171;31244;11872;3332;9.37695
3007;4237;4237;31722;12028;3332;9.52041
3010;4224;4224;31628;12040;3332;9.4922
2988;4225;4225;31672;11952;3332;9.5054
2973;4189;4189;31524;11892;3332;9.46098
2975;4194;4194;31568;11900;3332;9.47419
2971;4184;4184;31478;11884;3332;9.44718
2975;4182;4182;31468;11900;3332;9.44418
2976;4192;4192;31552;11904;3332;9.46939
2977;4199;4199;31550;11908;3332;9.46879
2974;4193;4193;31522;11896;3332;9.46038
2976;4185;4185;31470;11904;3332;9.44478
2975;4192;4192;31484;11900;3332;9.44898
2986;4227;4227;31762;11944;3332;9.53241
3014;4223;4223;31652;12056;3332;9.4994
2995;4227;4227;31686;11980;3332;9.5096
2984;4211;4211;31620;11936;3332;9.4898
2984;4199;4199;31568;11936;3332;9.47419
2981;4198;4198;31534;11924;3332;9.46399
2984;4203;4203;31628;11936;3332;9.4922
2984;4192;4192;31542;11936;3332;9.46639
2983;4203;4203;31562;11932;3332;9.47239
2980;4202;4202;31536;11920;3332;9.46459
2986;4214;4214;31616;11944;3332;9.4886
2991;4203;4203;31518;11964;3332;9.45918
2985;4234;4234;31796;11940;3332;9.54262
3031;4267;4267;31902;12124;3332;9.57443
3003;4238;4238;31750;12012;3332;9.52881
2993;4221;4221;31708;11972;3332;9.51621
2990;4210;4210;31630;11960;3332;9.4928
2990;4202;4202;31570;11960;3332;9.47479
2988;4197;4197;31564;11952;3332;9.47299
2988;4203;4203;31604;11952;3332;9.48499
2986;4195;4195;31560;11944;3332;9.47179
2984;4211;4211;31602;11936;3332;9.48439
2990;4211;4211;31596;11960;3332;9.48259
2984;4202;4202;31570;11936;3332;9.47479
3015;4252;4252;31840;12060;3332;9.55582
3036;4260;4260;31872;12144;3332;9.56543
3006;4230;4230;31784;12024;3332;9.53902
2987;4201;4201;31656;11948;3332;9.5006
2991;4200;4200;31592;11964;3332;9.48139
2996;4201;4201;31610;11984;3332;9.48679
2997;4198;4198;31618;11988;3332;9.4892
2995;4199;4199;31526;11980;3332;9.46158
2990;4205;4205;31604;11960;3332;9.48499
2992;4203;4203;31596;11968;3332;9.48259
2998;4218;4218;31634;11992;3332;9.494
2984;4193;4193;31508;11936;3332;9.45618
3032;4253;4253;31826;12128;3332;9.55162
3017;4249;4249;31826;12068;3332;9.55162
2996;4225;4225;31790;11984;3332;9.54082
2996;4202;4202;31652;11984;3332;9.4994
2992;4201;4201;31648;11968;3332;9.4982
2994;4192;4192;31598;11976;3332;9.48319
2991;4199;4199;31678;11964;3332;9.5072
2991;4197;4197;31644;11964;3332;9.497
2986;4188;4188;31596;11944;3332;9.48259
2994;4218;4218;31696;11976;3332;9.51261
3002;4211;4211;31598;12008;3332;9.48319
2998;4240;4240;31934;11992;3332;9.58403
3049;4277;4277;32010;12196;3332;9.60684
3006;4226;4226;31756;12024;3332;9.53061
2997;4219;4219;31750;11988;3332;9.52881
2997;4213;4213;31720;11988;3332;9.51981
2994;4201;4201;31664;11976;3332;9.503
2996;4208;4208;31686;11984;3332;9.5096
2994;4195;4195;31592;11976;3332;9.48139
2994;4187;4187;31560;11976;3332;9.47179
2989;4199;4199;31650;11956;3332;9.4988
2995;4201;4201;31624;11980;3332;9.491
3005;4246;4246;31966;12020;3332;9.59364
3022;4237;4237;31812;12088;3332;9.54742
3031;4264;4264;31932;12124;3332;9.58343
3006;4232;4232;31840;12024;3332;9.55582
3010;4224;4224;31744;12040;3332;9.52701
3009;4221;4221;31722;12036;3332;9.52041
3006;4213;4213;31692;12024;3332;9.5114
3003;4207;4207;31636;12012;3332;9.4946
3007;4219;4219;31668;12028;3332;9.5042
3005;4196;4196;31606;12020;3332;9.48559
2999;4208;4208;31670;11996;3332;9.5048
3007;4209;4209;31634;12028;3332;9.494
3016;4245;4245;31928;12064;3332;9.58223
3046;4270;4270;31936;12184;3332;9.58463
3022;4252;4252;31896;12088;3332;9.57263
3013;4214;4214;31712;12052;3332;9.51741
3013;4218;4218;31740;12052;3332;9.52581
3013;4214;4214;31712;12052;3332;9.51741
3014;4224;4224;31744;12056;3332;9.52701
3020;4215;4215;31664;12080;3332;9.503
3018;4229;4229;31696;12072;3332;9.51261
3012;4226;4226;31700;12048;3332;9.51381
3017;4224;4224;31670;12068;3332;9.5048
3024;4265;4265;32030;12096;3332;9.61285
3036;4261;4261;31964;12144;3332;9.59304
3050;4283;4283;31972;12200;3332;9.59544
3024;4244;4244;31872;12096;3332;9.56543
3022;4227;4227;31768;12088;3332;9.53421
3017;4214;4214;31710;12068;3332;9.51681
3020;4223;4223;31724;12080;3332;9.52101
3013;4208;4208;31636;12052;3332;9.4946
3015;4205;4205;31604;12060;3332;9.48499
3019;4202;4202;31570;12076;3332;9.47479
3013;4207;4207;31610;12052;3332;9.48679
3030;4242;4242;31834;12120;3332;9.55402
3035;4281;4281;32142;12140;3332;9.64646
3061;4309;4309;32172;12244;3332;9.65546
3043;4277;4277;31998;12172;3332;9.60324
3028;4259;4259;31968;12112;3332;9.59424
3030;4242;4242;31870;12120;3332;9.56483
3027;4238;4238;31840;12108;3332;9.55582
3031;4239;4239;31826;12124;3332;9.55162
3029;4236;4236;31800;12116;3332;9.54382
3035;4252;4252;31828;12140;3332;9.55222
3028;4251;4251;31860;12112;3332;9.56182
3031;4251;4251;31780;12124;3332;9.53782
3040;4259;4259;31880;12160;3332;9.56783
3071;4304;4304;32170;12284;3332;9.65486
3067;4305;4305;32168;12268;3332;9.65426
3048;4276;4276;31998;12192;3332;9.60324
3043;4257;4257;31886;12172;3332;9.56963
3038;4255;4255;31866;12152;3332;9.56363
3040;4264;4264;31942;12160;3332;9.58643
3042;4262;4262;31898;12168;3332;9.57323
3043;4266;4266;31888;12172;3332;9.57023
3046;4284;4284;31994;12184;3332;9.60204
3037;4266;4266;31898;12148;3332;9.57323
3042;4268;4268;31864;12168;3332;9.56303
3053;4300;4300;32202;12212;3332;9.66447
3071;4308;4308;32198;12284;3332;9.66327
3058;4285;4285;32086;12232;3332;9.62965
3046;4262;4262;31930;12184;3332;9.58283
3046;4252;4252;31900;12184;3332;9.57383
3039;4255;4255;31920;12156;3332;9.57983
3041;4253;4253;31876;12164;3332;9.56663
3044;4261;4261;31878;12176;3332;9.56723
3040;4269;4269;31922;12160;3332;9.58043
3036;4264;4264;31896;12144;3332;9.57263
3033;4249;4249;31822;12132;3332;9.55042
3050;4291;4291;32118;12200;3332;9.63926
3066;4310;4310;32262;12264;3332;9.68247
3076;4329;4329;32310;12304;3332;9.69688
3052;4276;4276;32072;12208;3332;9.62545
3052;4265;4265;31960;12208;3332;9.59184
3049;4254;4254;31892;12196;3332;9.57143
3047;4252;4252;31892;12188;3332;9.57143
3048;4262;4262;31898;12192;3332;9.57323
3045;4241;4241;31760;12180;3332;9.53181
3042;4255;4255;31858;12168;3332;9.56122
3037;4262;4262;31906;12148;3332;9.57563
3044;4258;4258;31836;12176;3332;9.55462
3056;4290;4290;32200;12224;3332;9.66387
3081;4310;4310;32202;12324;3332;9.66447
3069;4320;4320;32276;12276;3332;9.68667
3051;4268;4268;31984;12204;3332;9.59904
3047;4264;4264;31958;12188;3332;9.59124
3039;4233;4233;31842;12156;3332;9.55642
3041;4248;4248;31892;12164;3332;9.57143
3040;4256;4256;31920;12160;3332;9.57983
3042;4242;4242;31788;12168;3332;9.54022
3040;4262;4262;31902;12160;3332;9.57443
3036;4256;4256;31876;12144;3332;9.56663
3044;4305;4305;32232;12176;3332;9.67347
3054;4289;4289;32204;12216;3332;9.66507
3076;4318;4318;32280;12304;3332;9.68788
3065;4301;4301;32242;12260;3332;9.67647
3044;4251;4251;31922;12176;3332;9.58043
3045;4255;4255;31930;12180;3332;9.58283
3043;4253;4253;31916;12172;3332;9.57863
3045;4247;4247;31912;12180;3332;9.57743
3050;4259;4259;31920;12200;3332;9.57983
3040;4250;4250;31844;12160;3332;9.55702
3042;4263;4263;31992;12168;3332;9.60144
3044;4253;4253;31934;12176;3332;9.58403
3058;4318;4318;32428;12232;3332;9.73229
3072;4309;4309;32336;12288;3332;9.70468
3071;4310;4310;32312;12284;3332;9.69748
3053;4291;4291;32220;12212;3332;9.66987
3045;4247;4247;31912;12180;3332;9.57743
3049;4242;4242;31906;12196;3332;9.57563
3049;4261;4261;32056;12196;3332;9.62065
3047;4247;4247;31864;12188;3332;9.56303
3053;4270;4270;32018;12212;3332;9.60924
3050;4265;4265;32070;12200;3332;9.62485
3043;4247;4247;31880;12172;3332;9.56783
3053;4320;4320;32460;12212;3332;9.7419
3066;4304;4304;32312;12264;3332;9.69748
3079;4320;4320;32340;12316;3332;9.70588
3080;4322;4322;32358;12320;3332;9.71128
3057;4281;4281;32120;12228;3332;9.63986
3056;4279;4279;32078;12224;3332;9.62725
3055;4253;4253;31942;12220;3332;9.58643
3060;4280;4280;32082;12240;3332;9.62845
3062;4279;4279;32072;12248;3332;9.62545
3058;4286;4286;32192;12232;3332;9.66146
3053;4267;4267;31994;12212;3332;9.60204
3050;4272;4272;32116;12200;3332;9.63866
3061;4327;4327;32486;12244;3332;9.7497
3078;4347;4347;32514;12312;3332;9.7581
3083;4334;4334;32432;12332;3332;9.73349
3065;4297;4297;32190;12260;3332;9.66086
3059;4268;4268;32072;12236;3332;9.62545
3063;4282;4282;32134;12252;3332;9.64406
3054;4272;4272;32114;12216;3332;9.63806
3058;4281;4281;32136;12232;3332;9.64466
3059;4272;4272;32080;12236;3332;9.62785
3053;4283;4283;32206;12212;3332;9.66567
3053;4275;4275;32150;12212;3332;9.64886
3065;4324;4324;32458;12260;3332;9.7413
3079;4310;4310;32340;12316;3332;9.70588
3085;4325;4325;32378;12340;3332;9.71729
3069;4300;4300;32236;12276;3332;9.67467
3062;4282;4282;32142;12248;3332;9.64646
3058;4271;4271;32078;12232;3332;9.62725
3060;4268;4268;32026;12240;3332;9.61164
3066;4279;4279;32102;12264;3332;9.63445
3063;4294;4294;32224;12252;3332;9.67107
3063;4281;4281;32168;12252;3332;9.65426
3058;4282;4282;32148;12232;3332;9.64826
3054;4263;4263;32062;12216;3332;9.62245
3067;4320;4320;32440;12268;3332;9.73589
3089;4336;4336;32456;12356;3332;9.7407
3075;4303;4303;32282;12300;3332;9.68848
3063;4285;4285;32210;12252;3332;9.66687
3060;4283;4283;32192;12240;3332;9.66146
3063;4276;4276;32092;12252;3332;9.63145
3061;4281;4281;32112;12244;3332;9.63745
3065;4304;4304;32338;12260;3332;9.70528
3059;4294;4294;32298;12236;3332;9.69328
3056;4285;4285;32234;12224;3332;9.67407
3055;4278;4278;32172;12220;3332;9.65546
3068;4331;4331;32550;12272;3332;9.76891
3078;4323;4323;32448;12312;3332;9.7383
3087;4331;4331;32466;12348;3332;9.7437
3071;4300;4300;32286;12284;3332;9.68968
3064;4284;4284;32250;12256;3332;9.67887
3061;4285;4285;32240;12244;3332;9.67587
3067;4298;4298;32358;12268;3332;9.71128
3066;4314;4314;32462;12264;3332;9.7425
3066;4312;4312;32446;12264;3332;9.7377
3057;4302;4302;32378;12228;3332;9.71729
3056;4297;4297;32338;12224;3332;9.70528
3060;4334;4334;32634;12240;3332;9.79412
3079;4348;4348;32654;12316;3332;9.80012
3095;4344;4344;32548;12380;3332;9.76831
3082;4330;4330;32492;12328;3332;9.7515
3066;4306;4306;32454;12264;3332;9.7401
3063;4285;4285;32258;12252;3332;9.68127
3065;4295;4295;32374;12260;3332;9.71609
3067;4310;4310;32406;12268;3332;9.72569
3067;4319;4319;32448;12268;3332;9.7383
3070;4320;4320;32424;12280;3332;9.73109
3067;4322;4322;32502;12268;3332;9.7545
3062;4295;4295;32344;12248;3332;9.70708
3080;4350;4350;32710;12320;3332;9.81693
3091;4359;4359;32728;12364;3332;9.82233
3090;4341;4341;32640;12360;3332;9.79592
3092;4357;4357;32706;12368;3332;9.81573
3063;4287;4287;32310;12252;3332;9.69688
3068;4295;4295;32432;12272;3332;9.73349
3067;4306;4306;32442;12268;3332;9.73649
3061;4286;4286;32352;12244;3332;9.70948
3071;4310;4310;32422;12284;3332;9.73049
3071;4298;4298;32322;12284;3332;9.70048
3068;4297;4297;32320;12272;3332;9.69988
3070;4310;4310;32434;12280;3332;9.73409
3073;4333;4333;32636;12292;3332;9.79472
3090;4339;4339;32606;12360;3332;9.78571
3091;4359;4359;32752;12364;3332;9.82953
3092;4346;4346;32642;12368;3332;9.79652
3065;4294;4294;32364;12260;3332;9.71309
3072;4311;4311;32480;12288;3332;9.7479
3070;4320;4320;32538;12280;3332;9.76531
3065;4295;4295;32388;12260;3332;9.72029
3076;4312;4312;32416;12304;3332;9.72869
3070;4309;4309;32454;12280;3332;9.7401
3075;4299;4299;32366;12300;3332;9.71369
3077;4318;4318;32444;12308;3332;9.73709
3080;4337;4337;32670;12320;3332;9.80492
3095;4335;4335;32630;12380;3332;9.79292
3089;4337;4337;32632;12356;3332;9.79352
3104;4344;4344;32598;12416;3332;9.78331
3074;4306;4306;32382;12296;3332;9.71849
3077;4316;4316;32424;12308;3332;9.73109
3080;4316;4316;32474;12320;3332;9.7461
3076;4303;4303;32308;12304;3332;9.69628
3084;4322;4322;32464;12336;3332;9.7431
3081;4314;4314;32438;12324;3332;9.73529
3080;4314;4314;32410;12320;3332;9.72689
3083;4321;4321;32520;12332;3332;9.7599
3084;4321;4321;32504;12336;3332;9.7551
3085;4358;4358;32848;12340;3332;9.85834
3105;4366;4366;32840;12420;3332;9.85594
3103;4365;4365;32816;12412;3332;9.84874
3102;4347;4347;32596;12408;3332;9.78271
3081;4328;4328;32534;12324;3332;9.76411
3086;4313;4313;32430;12344;3332;9.73289
3090;4316;4316;32434;12360;3332;9.73409
3091;4305;4305;32362;12364;3332;9.71248
3097;4325;4325;32498;12388;3332;9.7533
3091;4323;4323;32492;12364;3332;9.7515
3092;4328;4328;32582;12368;3332;9.77851
3097;4338;4338;32642;12388;3332;9.79652
3094;4364;4364;32920;12376;3332;9.87995
3105;4374;4374;32976;12420;3332;9.89676
3112;4365;4365;32792;12448;3332;9.84154
3108;4353;4353;32698;12432;3332;9.81333
3115;4359;4359;32708;12460;3332;9.81633
3087;4318;4318;32474;12348;3332;9.7461
3085;4314;4314;32466;12340;3332;9.7437
3085;4305;4305;32404;12340;3332;9.72509
3088;4301;4301;32398;12352;3332;9.72329
3084;4302;4302;32318;12336;3332;9.69928
3091;4307;4307;32402;12364;3332;9.72449
3091;4316;4316;32468;12364;3332;9.7443
3084;4322;4322;32534;12336;3332;9.76411
3098;4354;4354;32776;12392;3332;9.83673
3105;4352;4352;32712;12420;3332;9.81753
3109;4345;4345;32628;12436;3332;9.79232
3105;4332;4332;32552;12420;3332;9.76951
3088;4318;4318;32498;12352;3332;9.7533
3088;4317;4317;32448;12352;3332;9.7383
3090;4312;4312;32474;12360;3332;9.7461
3091;4307;4307;32388;12364;3332;9.72029
3098;4327;4327;32554;12392;3332;9.77011
3085;4323;4323;32594;12340;3332;9.78211
3087;4307;4307;32386;12348;3332;9.71969
3094;4348;4348;32776;12376;3332;9.83673
3109;4364;4364;32820;12436;3332;9.84994
3106;4361;4361;32790;12424;3332;9.84094
3120;4359;4359;32722;12480;3332;9.82053
3094;4320;4320;32514;12376;3332;9.7581
3096;4326;4326;32552;12384;3332;9.76951
3092;4326;4326;32532;12368;3332;9.76351
3094;4324;4324;32514;12376;3332;9.7581
3090;4319;4319;32488;12360;3332;9.7503
3090;4329;4329;32512;12360;3332;9.7575
3088;4321;4321;32534;12352;3332;9.76411
3090;4364;4364;32896;12360;3332;9.87275
3097;4371;4371;32928;12388;3332;9.88235
3104;4365;4365;32844;12416;3332;9.85714
3106;4375;4375;32856;12424;3332;9.86074
3099;4345;4345;32688;12396;3332;9.81032
3085;4322;4322;32578;12340;3332;9.77731
3089;4325;4325;32580;12356;3332;9.77791
3084;4321;4321;32570;12336;3332;9.77491
3088;4311;4311;32482;12352;3332;9.7485
3090;4328;4328;32538;12360;3332;9.76531
3092;4324;4324;32504;12368;3332;9.7551
