Number of active Voxels;Number of Leaves;Number of Nodes;TotalLeavesSurfaceArea;TotalActiveCellsSurfaceArea;BoundingBoxSurfaceArea;Average Num. of traversed leaves
2124;3057;3057;21864;8496;3332;6.56182
2129;3054;3054;21858;8516;3332;6.56002
2114;3043;3043;21808;8456;3332;6.54502
2126;3042;3042;21786;8504;3332;6.53842
2130;3038;3038;21742;8520;3332;6.52521
2131;3112;3112;22210;8524;3332;6.66567
2150;3125;3125;22232;8600;3332;6.67227
2136;3106;3106;22176;8544;3332;6.65546
2160;3124;3124;22214;8640;3332;6.66687
2145;3091;3091;22120;8580;3332;6.63866
2129;3065;3065;21976;8516;3332;6.59544
2121;3050;3050;21906;8484;3332;6.57443
2123;3050;3050;21870;8492;3332;6.56363
2121;3049;3049;21870;8484;3332;6.56363
2124;3053;3053;21878;8496;3332;6.56603
2138;3066;3066;21932;8552;3332;6.58223
2131;3051;3051;21818;8524;3332;6.54802
2156;3137;3137;22344;8624;3332;6.70588
2162;3117;3117;22260;8648;3332;6.68067
2139;3112;3112;22262;8556;3332;6.68127
2161;3118;3118;22230;8644;3332;6.67167
2140;3064;3064;21990;8560;3332;6.59964
2136;3076;3076;22030;8544;3332;6.61164
2127;3056;3056;21952;8508;3332;6.58824
2135;3060;3060;21930;8540;3332;6.58163
2126;3043;3043;21864;8504;3332;6.56182
2140;3057;3057;21878;8560;3332;6.56603
2141;3060;3060;21870;8564;3332;6.56363
2162;3126;3126;22364;8648;3332;6.71188
2172;3130;3130;22322;8688;3332;6.69928
2155;3118;3118;22244;8620;3332;6.67587
2169;3109;3109;22240;8676;3332;6.67467
2153;3084;3084;22094;8612;3332;6.63085
2145;3061;3061;21958;8580;3332;6.59004
2136;3056;3056;21946;8544;3332;6.58643
2140;3065;3065;21976;8560;3332;6.59544
2134;3051;3051;21904;8536;3332;6.57383
2136;3053;3053;21908;8544;3332;6.57503
2149;3065;3065;21924;8596;3332;6.57983
2158;3114;3114;22408;8632;3332;6.72509
2169;3121;3121;22396;8676;3332;6.72149
2155;3101;3101;22262;8620;3332;6.68127
2171;3119;3119;22290;8684;3332;6.68968
2152;3093;3093;22138;8608;3332;6.64406
2147;3070;3070;22028;8588;3332;6.61104
2134;3051;3051;21942;8536;3332;6.58523
2146;3070;3070;22028;8584;3332;6.61104
2137;3043;3043;21900;8548;3332;6.57263
2137;3050;3050;21926;8548;3332;6.58043
2146;3061;3061;21952;8584;3332;6.58824
2152;3135;3135;22492;8608;3332;6.7503
2165;3125;3125;22408;8660;3332;6.72509
2155;3129;3129;22362;8620;3332;6.71128
2173;3094;3094;22262;8692;3332;6.68127
2152;3095;3095;22182;8608;3332;6.65726
2157;3088;3088;22120;8628;3332;6.63866
2138;3055;3055;21984;8552;3332;6.59784
2139;3048;3048;21944;8556;3332;6.58583
2138;3058;3058;22002;8552;3332;6.60324
2143;3054;3054;21956;8572;3332;6.58944
2146;3068;3068;22024;8584;3332;6.60984
2156;3142;3142;22550;8624;3332;6.76771
2174;3124;3124;22490;8696;3332;6.7497
2160;3127;3127;22376;8640;3332;6.71549
2175;3098;3098;22310;8700;3332;6.69568
2157;3095;3095;22278;8628;3332;6.68607
2156;3084;3084;22132;8624;3332;6.64226
2148;3070;3070;22040;8592;3332;6.61465
2144;3058;3058;22004;8576;3332;6.60384
2148;3062;3062;21998;8592;3332;6.60204
2146;3053;3053;21986;8584;3332;6.59844
2153;3078;3078;22072;8612;3332;6.62425
2163;3148;3148;22688;8652;3332;6.80912
2182;3128;3128;22516;8728;3332;6.7575
2167;3116;3116;22442;8668;3332;6.73529
2175;3110;3110;22430;8700;3332;6.73169
2172;3117;3117;22364;8688;3332;6.71188
2162;3090;3090;22170;8648;3332;6.65366
2165;3088;3088;22226;8660;3332;6.67047
2156;3068;3068;22052;8624;3332;6.61825
2156;3064;3064;22002;8624;3332;6.60324
2147;3052;3052;21934;8588;3332;6.58283
2146;3051;3051;21922;8584;3332;6.57923
2165;3154;3154;22662;8660;3332;6.80132
2182;3136;3136;22572;8728;3332;6.77431
2169;3107;3107;22426;8676;3332;6.73049
2180;3113;3113;22478;8720;3332;6.7461
2180;3128;3128;22464;8720;3332;6.7419
2165;3094;3094;22324;8660;3332;6.69988
2163;3098;3098;22238;8652;3332;6.67407
2154;3066;3066;22068;8616;3332;6.62305
2160;3075;3075;22096;8640;3332;6.63145
2153;3055;3055;21966;8612;3332;6.59244
2150;3047;3047;21930;8600;3332;6.58163
2168;3133;3133;22600;8672;3332;6.78271
2180;3128;3128;22588;8720;3332;6.77911
2169;3102;3102;22478;8676;3332;6.7461
2172;3134;3134;22588;8688;3332;6.77911
2177;3135;3135;22542;8708;3332;6.76531
2172;3116;3116;22432;8688;3332;6.73229
2171;3098;3098;22346;8684;3332;6.70648
2164;3101;3101;22286;8656;3332;6.68848
2162;3088;3088;22202;8648;3332;6.66327
2165;3066;3066;22136;8660;3332;6.64346
2154;3065;3065;22014;8616;3332;6.60684
2179;3132;3132;22724;8716;3332;6.81993
2187;3149;3149;22806;8748;3332;6.84454
2176;3133;3133;22608;8704;3332;6.78511
2182;3109;3109;22560;8728;3332;6.77071
2186;3123;3123;22590;8744;3332;6.77971
2171;3127;3127;22574;8684;3332;6.77491
2175;3117;3117;22472;8700;3332;6.7443
2169;3098;3098;22404;8676;3332;6.72389
2167;3078;3078;22266;8668;3332;6.68247
2170;3102;3102;22344;8680;3332;6.70588
2159;3095;3095;22256;8636;3332;6.67947
2173;3154;3154;22742;8692;3332;6.82533
2188;3156;3156;22760;8752;3332;6.83073
2177;3134;3134;22638;8708;3332;6.79412
2186;3127;3127;22690;8744;3332;6.80972
2196;3121;3121;22586;8784;3332;6.77851
2174;3120;3120;22518;8696;3332;6.7581
2186;3112;3112;22426;8744;3332;6.73049
2173;3101;3101;22398;8692;3332;6.72209
2178;3070;3070;22296;8712;3332;6.69148
2177;3088;3088;22298;8708;3332;6.69208
2175;3081;3081;22346;8700;3332;6.70648
2184;3179;3179;22952;8736;3332;6.88836
2213;3177;3177;22960;8852;3332;6.89076
2198;3162;3162;22878;8792;3332;6.86615
2189;3134;3134;22758;8756;3332;6.83013
2210;3136;3136;22728;8840;3332;6.82113
2190;3115;3115;22584;8760;3332;6.77791
2195;3110;3110;22536;8780;3332;6.76351
2183;3085;3085;22440;8732;3332;6.73469
2190;3096;3096;22446;8760;3332;6.73649
2195;3100;3100;22390;8780;3332;6.71969
2189;3088;3088;22382;8756;3332;6.71729
2191;3162;3162;22928;8764;3332;6.88115
2222;3190;3190;22984;8888;3332;6.89796
2217;3184;3184;22950;8868;3332;6.88776
2203;3150;3150;22788;8812;3332;6.83914
2217;3153;3153;22744;8868;3332;6.82593
2203;3140;3140;22716;8812;3332;6.81753
2193;3101;3101;22528;8772;3332;6.7611
2195;3114;3114;22562;8780;3332;6.77131
2189;3084;3084;22426;8756;3332;6.73049
2198;3089;3089;22418;8792;3332;6.72809
2201;3112;3112;22510;8804;3332;6.7557
2197;3174;3174;23014;8788;3332;6.90696
2221;3186;3186;22994;8884;3332;6.90096
2217;3186;3186;23014;8868;3332;6.90696
2204;3161;3161;22902;8816;3332;6.87335
2208;3155;3155;22834;8832;3332;6.85294
2203;3136;3136;22730;8812;3332;6.82173
2193;3104;3104;22622;8772;3332;6.78932
2202;3119;3119;22668;8808;3332;6.80312
2182;3106;3106;22590;8728;3332;6.77971
2193;3104;3104;22560;8772;3332;6.77071
2192;3096;3096;22510;8768;3332;6.7557
2191;3158;3158;23010;8764;3332;6.90576
2214;3205;3205;23228;8856;3332;6.97119
2230;3219;3219;23208;8920;3332;6.96519
2201;3149;3149;22912;8804;3332;6.87635
2211;3155;3155;22920;8844;3332;6.87875
2217;3170;3170;22918;8868;3332;6.87815
2203;3154;3154;22888;8812;3332;6.86915
2202;3147;3147;22844;8808;3332;6.85594
2198;3115;3115;22640;8792;3332;6.79472
2199;3111;3111;22596;8796;3332;6.78151
2202;3113;3113;22598;8808;3332;6.78211
2198;3101;3101;22532;8792;3332;6.7623
2215;3180;3180;23084;8860;3332;6.92797
2231;3221;3221;23280;8924;3332;6.98679
2214;3180;3180;23060;8856;3332;6.92077
2218;3172;3172;23030;8872;3332;6.91176
2228;3181;3181;23034;8912;3332;6.91297
2208;3152;3152;22922;8832;3332;6.87935
2208;3148;3148;22844;8832;3332;6.85594
2208;3146;3146;22852;8832;3332;6.85834
2208;3135;3135;22768;8832;3332;6.83313
2214;3123;3123;22680;8856;3332;6.80672
2209;3119;3119;22666;8836;3332;6.80252
2218;3188;3188;23178;8872;3332;6.95618
2231;3209;3209;23216;8924;3332;6.96759
2231;3196;3196;23140;8924;3332;6.94478
2217;3178;3178;23042;8868;3332;6.91537
2233;3191;3191;23104;8932;3332;6.93397
2231;3172;3172;23012;8924;3332;6.90636
2222;3175;3175;22996;8888;3332;6.90156
2229;3167;3167;22918;8916;3332;6.87815
2230;3152;3152;22786;8920;3332;6.83854
2226;3148;3148;22832;8904;3332;6.85234
2229;3159;3159;22830;8916;3332;6.85174
2229;3219;3219;23340;8916;3332;7.0048
2253;3224;3224;23302;9012;3332;6.9934
2260;3246;3246;23402;9040;3332;7.02341
2225;3190;3190;23114;8900;3332;6.93697
2242;3192;3192;23076;8968;3332;6.92557
2238;3191;3191;23088;8952;3332;6.92917
2220;3154;3154;22900;8880;3332;6.87275
2226;3176;3176;23044;8904;3332;6.91597
2220;3140;3140;22776;8880;3332;6.83553
2231;3169;3169;22962;8924;3332;6.89136
2231;3172;3172;22986;8924;3332;6.89856
2226;3128;3128;22722;8904;3332;6.81933
2236;3218;3218;23336;8944;3332;7.0036
2251;3226;3226;23336;9004;3332;7.0036
2249;3214;3214;23246;8996;3332;6.97659
2220;3172;3172;23052;8880;3332;6.91837
2242;3203;3203;23182;8968;3332;6.95738
2228;3174;3174;23028;8912;3332;6.91116
2229;3163;3163;22940;8916;3332;6.88475
2236;3182;3182;23110;8944;3332;6.93577
2224;3148;3148;22816;8896;3332;6.84754
2226;3150;3150;22820;8904;3332;6.84874
2230;3155;3155;22884;8920;3332;6.86795
2224;3185;3185;23258;8896;3332;6.98019
2250;3216;3216;23306;9000;3332;6.9946
2247;3220;3220;23342;8988;3332;7.0054
2235;3193;3193;23162;8940;3332;6.95138
2242;3208;3208;23232;8968;3332;6.97239
2240;3186;3186;23110;8960;3332;6.93577
2219;3144;3144;22884;8876;3332;6.86795
2225;3164;3164;23042;8900;3332;6.91537
2221;3147;3147;22918;8884;3332;6.87815
2228;3155;3155;22942;8912;3332;6.88535
2222;3160;3160;23012;8888;3332;6.90636
2232;3227;3227;23510;8928;3332;7.05582
2244;3223;3223;23436;8976;3332;7.03361
2249;3215;3215;23344;8996;3332;7.006
2238;3193;3193;23216;8952;3332;6.96759
2226;3160;3160;23008;8904;3332;6.90516
2246;3177;3177;23048;8984;3332;6.91717
2234;3180;3180;23164;8936;3332;6.95198
2234;3171;3171;23112;8936;3332;6.93637
2224;3135;3135;22822;8896;3332;6.84934
2226;3151;3151;23004;8904;3332;6.90396
2225;3149;3149;22948;8900;3332;6.88715
2227;3128;3128;22840;8908;3332;6.85474
2242;3229;3229;23512;8968;3332;7.05642
2250;3235;3235;23508;9000;3332;7.05522
2241;3236;3236;23524;8964;3332;7.06002
2224;3189;3189;23290;8896;3332;6.9898
2244;3206;3206;23328;8976;3332;7.0012
2237;3185;3185;23226;8948;3332;6.97059
2224;3156;3156;22970;8896;3332;6.89376
2224;3156;3156;23058;8896;3332;6.92017
2223;3148;3148;23010;8892;3332;6.90576
2231;3147;3147;22968;8924;3332;6.89316
2233;3152;3152;22980;8932;3332;6.89676
2241;3231;3231;23592;8964;3332;7.08043
2253;3244;3244;23626;9012;3332;7.09064
2241;3211;3211;23414;8964;3332;7.02701
2232;3189;3189;23296;8928;3332;6.9916
2246;3214;3214;23384;8984;3332;7.01801
2236;3193;3193;23294;8944;3332;6.991
2233;3194;3194;23284;8932;3332;6.988
2231;3174;3174;23152;8924;3332;6.94838
2221;3151;3151;23056;8884;3332;6.91957
2227;3153;3153;23042;8908;3332;6.91537
2226;3138;3138;22946;8904;3332;6.88655
2240;3240;3240;23648;8960;3332;7.09724
2262;3257;3257;23708;9048;3332;7.11525
2257;3247;3247;23656;9028;3332;7.09964
2229;3194;3194;23380;8916;3332;7.01681
2237;3192;3192;23322;8948;3332;6.9994
2240;3200;3200;23342;8960;3332;7.0054
2232;3178;3178;23228;8928;3332;6.97119
2223;3153;3153;23146;8892;3332;6.94658
2220;3158;3158;23160;8880;3332;6.95078
2216;3135;3135;23038;8864;3332;6.91417
2229;3149;3149;23064;8916;3332;6.92197
2240;3217;3217;23606;8960;3332;7.08463
2255;3248;3248;23670;9020;3332;7.10384
2255;3239;3239;23642;9020;3332;7.09544
2238;3206;3206;23450;8952;3332;7.03782
2226;3181;3181;23334;8904;3332;7.003
2246;3211;3211;23432;8984;3332;7.03241
2239;3181;3181;23280;8956;3332;6.98679
2225;3165;3165;23210;8900;3332;6.96579
2230;3165;3165;23156;8920;3332;6.94958
2215;3154;3154;23166;8860;3332;6.95258
2229;3152;3152;23098;8916;3332;6.93217
2232;3200;3200;23538;8928;3332;7.06423
2243;3235;3235;23662;8972;3332;7.10144
2257;3244;3244;23676;9028;3332;7.10564
2239;3204;3204;23460;8956;3332;7.04082
2228;3196;3196;23426;8912;3332;7.03061
2258;3220;3220;23432;9032;3332;7.03241
2236;3200;3200;23380;8944;3332;7.01681
2231;3176;3176;23242;8924;3332;6.97539
2221;3169;3169;23242;8884;3332;6.97539
2231;3166;3166;23198;8924;3332;6.96218
2226;3146;3146;23072;8904;3332;6.92437
2229;3159;3159;23114;8916;3332;6.93697
2234;3163;3163;23178;8936;3332;6.95618
2246;3220;3220;23618;8984;3332;7.08824
2259;3246;3246;23640;9036;3332;7.09484
2267;3239;3239;23654;9068;3332;7.09904
2233;3194;3194;23458;8932;3332;7.04022
2234;3193;3193;23406;8936;3332;7.02461
2252;3220;3220;23468;9008;3332;7.04322
2243;3211;3211;23440;8972;3332;7.03481
2241;3202;3202;23398;8964;3332;7.02221
2229;3169;3169;23242;8916;3332;6.97539
2232;3168;3168;23218;8928;3332;6.96819
2227;3153;3153;23156;8908;3332;6.94958
2227;3158;3158;23186;8908;3332;6.95858
2226;3158;3158;23184;8904;3332;6.95798
2233;3173;3173;23192;8932;3332;6.96038
2251;3245;3245;23738;9004;3332;7.12425
2264;3229;3229;23644;9056;3332;7.09604
2248;3221;3221;23584;8992;3332;7.07803
2243;3198;3198;23476;8972;3332;7.04562
2236;3195;3195;23470;8944;3332;7.04382
2256;3210;3210;23428;9024;3332;7.03121
2249;3197;3197;23392;8996;3332;7.02041
2235;3184;3184;23346;8940;3332;7.0066
2231;3176;3176;23296;8924;3332;6.9916
2238;3173;3173;23240;8952;3332;6.97479
2225;3159;3159;23220;8900;3332;6.96879
2226;3159;3159;23174;8904;3332;6.95498
2229;3167;3167;23184;8916;3332;6.95798
2248;3246;3246;23740;8992;3332;7.12485
2256;3246;3246;23702;9024;3332;7.11345
2238;3218;3218;23608;8952;3332;7.08523
2230;3181;3181;23420;8920;3332;7.02881
2252;3205;3205;23432;9008;3332;7.03241
2242;3205;3205;23456;8968;3332;7.03962
2231;3190;3190;23408;8924;3332;7.02521
2225;3172;3172;23314;8900;3332;6.997
2228;3157;3157;23236;8912;3332;6.97359
2226;3151;3151;23152;8904;3332;6.94838
2228;3154;3154;23170;8912;3332;6.95378
2251;3235;3235;23738;9004;3332;7.12425
2262;3240;3240;23766;9048;3332;7.13265
2244;3206;3206;23522;8976;3332;7.05942
2242;3192;3192;23470;8968;3332;7.04382
2244;3193;3193;23462;8976;3332;7.04142
2246;3193;3193;23402;8984;3332;7.02341
2250;3217;3217;23554;9000;3332;7.06903
2234;3183;3183;23382;8936;3332;7.01741
2236;3187;3187;23374;8944;3332;7.01501
2241;3180;3180;23312;8964;3332;6.9964
2235;3164;3164;23244;8940;3332;6.97599
2247;3249;3249;23872;8988;3332;7.16447
2270;3257;3257;23910;9080;3332;7.17587
2259;3240;3240;23738;9036;3332;7.12425
2251;3213;3213;23604;9004;3332;7.08403
2248;3205;3205;23554;8992;3332;7.06903
2266;3230;3230;23622;9064;3332;7.08944
2257;3214;3214;23558;9028;3332;7.07023
2251;3202;3202;23494;9004;3332;7.05102
2239;3202;3202;23538;8956;3332;7.06423
2239;3186;3186;23438;8956;3332;7.03421
2242;3178;3178;23364;8968;3332;7.012
2239;3231;3231;23840;8956;3332;7.15486
2259;3253;3253;23890;9036;3332;7.16987
2268;3245;3245;23866;9072;3332;7.16267
2244;3207;3207;23632;8976;3332;7.09244
2249;3202;3202;23602;8996;3332;7.08343
2259;3212;3212;23598;9036;3332;7.08223
2259;3209;3209;23564;9036;3332;7.07203
2252;3190;3190;23482;9008;3332;7.04742
2239;3189;3189;23494;8956;3332;7.05102
2241;3200;3200;23544;8964;3332;7.06603
2251;3202;3202;23516;9004;3332;7.05762
2234;3249;3249;23978;8936;3332;7.19628
2266;3271;3271;24068;9064;3332;7.22329
2275;3262;3262;24006;9100;3332;7.20468
2259;3245;3245;23866;9036;3332;7.16267
2248;3218;3218;23744;8992;3332;7.12605
2264;3225;3225;23726;9056;3332;7.12065
2258;3222;3222;23692;9032;3332;7.11044
2261;3228;3228;23688;9044;3332;7.10924
2247;3191;3191;23538;8988;3332;7.06423
2243;3181;3181;23482;8972;3332;7.04742
2242;3192;3192;23534;8968;3332;7.06303
2257;3199;3199;23514;9028;3332;7.05702
2256;3255;3255;23960;9024;3332;7.19088
2274;3272;3272;23984;9096;3332;7.19808
2274;3253;3253;23960;9096;3332;7.19088
2260;3229;3229;23758;9040;3332;7.13025
2263;3228;3228;23708;9052;3332;7.11525
2275;3247;3247;23814;9100;3332;7.14706
2276;3240;3240;23758;9104;3332;7.13025
2266;3219;3219;23656;9064;3332;7.09964
2251;3192;3192;23542;9004;3332;7.06543
2254;3200;3200;23560;9016;3332;7.07083
2267;3221;3221;23600;9068;3332;7.08283
2263;3272;3272;24070;9052;3332;7.22389
2286;3278;3278;24088;9144;3332;7.22929
2292;3282;3282;24104;9168;3332;7.23409
2272;3256;3256;23884;9088;3332;7.16807
2277;3252;3252;23846;9108;3332;7.15666
2288;3265;3265;23830;9152;3332;7.15186
2296;3277;3277;23896;9184;3332;7.17167
2278;3248;3248;23744;9112;3332;7.12605
2275;3230;3230;23684;9100;3332;7.10804
2268;3236;3236;23628;9072;3332;7.09124
2270;3230;3230;23592;9080;3332;7.08043
2279;3293;3293;24132;9116;3332;7.2425
2285;3280;3280;24144;9140;3332;7.2461
2293;3273;3273;24076;9172;3332;7.22569
2285;3263;3263;24012;9140;3332;7.20648
2280;3262;3262;23898;9120;3332;7.17227
2281;3260;3260;23886;9124;3332;7.16867
2287;3269;3269;23876;9148;3332;7.16567
2296;3268;3268;23930;9184;3332;7.18187
2276;3239;3239;23754;9104;3332;7.12905
2271;3222;3222;23668;9084;3332;7.10324
2270;3210;3210;23588;9080;3332;7.07923
2275;3216;3216;23602;9100;3332;7.08343
2282;3286;3286;24128;9128;3332;7.2413
2294;3289;3289;24196;9176;3332;7.2617
2279;3261;3261;24068;9116;3332;7.22329
2274;3240;3240;23844;9096;3332;7.15606
2279;3256;3256;23898;9116;3332;7.17227
2289;3250;3250;23926;9156;3332;7.18067
2276;3235;3235;23776;9104;3332;7.13565
2282;3227;3227;23702;9128;3332;7.11345
2274;3217;3217;23636;9096;3332;7.09364
2266;3217;3217;23688;9064;3332;7.10924
2271;3211;3211;23646;9084;3332;7.09664
2285;3277;3277;24184;9140;3332;7.2581
2296;3306;3306;24374;9184;3332;7.31513
2294;3282;3282;24166;9176;3332;7.2527
2286;3275;3275;24106;9144;3332;7.23469
2288;3247;3247;23934;9152;3332;7.18307
2299;3299;3299;24248;9196;3332;7.27731
2289;3280;3280;24002;9156;3332;7.20348
2293;3274;3274;24074;9172;3332;7.22509
2293;3263;3263;23946;9172;3332;7.18667
2280;3239;3239;23836;9120;3332;7.15366
2278;3229;3229;23720;9112;3332;7.11885
2279;3262;3262;23594;9116;3332;7.08103
2290;3299;3299;24072;9160;3332;7.22449
2308;3313;3313;24376;9232;3332;7.31573
2290;3286;3286;23970;9160;3332;7.19388
2291;3290;3290;23842;9164;3332;7.15546
2293;3294;3294;24258;9172;3332;7.28031
2300;3287;3287;24188;9200;3332;7.2593
2290;3267;3267;23808;9160;3332;7.14526
2289;3251;3251;23686;9156;3332;7.10864
2288;3262;3262;23376;9152;3332;7.01561
2280;3241;3241;23272;9120;3332;6.98439
2280;3223;3223;23224;9120;3332;6.96999
2282;3288;3288;23666;9128;3332;7.10264
2309;3334;3334;23922;9236;3332;7.17947
2294;3290;3290;23680;9176;3332;7.10684
2295;3306;3306;23776;9180;3332;7.13565
2294;3290;3290;23624;9176;3332;7.09004
2305;3295;3295;23666;9220;3332;7.10264
2294;3278;3278;23556;9176;3332;7.06963
2291;3251;3251;23408;9164;3332;7.02521
2292;3268;3268;23474;9168;3332;7.04502
2288;3263;3263;23328;9152;3332;7.0012
2287;3257;3257;23342;9148;3332;7.0054
2296;3322;3322;23890;9184;3332;7.16987
2308;3334;3334;23944;9232;3332;7.18607
2308;3318;3318;23848;9232;3332;7.15726
2289;3273;3273;23606;9156;3332;7.08463
2300;3303;3303;23682;9200;3332;7.10744
2309;3297;3297;23678;9236;3332;7.10624
2301;3285;3285;23642;9204;3332;7.09544
2300;3269;3269;23552;9200;3332;7.06843
2300;3273;3273;23558;9200;3332;7.07023
2299;3274;3274;23556;9196;3332;7.06963
2288;3263;3263;23394;9152;3332;7.02101
2304;3321;3321;23890;9216;3332;7.16987
2302;3300;3300;23776;9208;3332;7.13565
2317;3337;3337;23874;9268;3332;7.16507
2292;3302;3302;23718;9168;3332;7.11825
2303;3308;3308;23902;9212;3332;7.17347
2309;3295;3295;23854;9236;3332;7.15906
2308;3284;3284;23798;9232;3332;7.14226
2301;3279;3279;23746;9204;3332;7.12665
2305;3281;3281;23812;9220;3332;7.14646
2307;3283;3283;23768;9228;3332;7.13325
2293;3267;3267;23364;9172;3332;7.012
2303;3322;3322;23930;9212;3332;7.18187
2308;3310;3310;23824;9232;3332;7.15006
2318;3336;3336;23934;9272;3332;7.18307
2301;3311;3311;23910;9204;3332;7.17587
2305;3305;3305;23786;9220;3332;7.13866
2313;3303;3303;23936;9252;3332;7.18367
2313;3284;3284;23654;9252;3332;7.09904
2313;3284;3284;23522;9252;3332;7.05942
2303;3273;3273;23536;9212;3332;7.06363
2307;3288;3288;23590;9228;3332;7.07983
2310;3283;3283;23642;9240;3332;7.09544
2310;3334;3334;24046;9240;3332;7.21669
2311;3335;3335;23982;9244;3332;7.19748
2326;3345;3345;24194;9304;3332;7.2611
2314;3319;3319;23836;9256;3332;7.15366
2309;3324;3324;23906;9236;3332;7.17467
2321;3316;3316;23870;9284;3332;7.16387
2322;3304;3304;23908;9288;3332;7.17527
2314;3291;3291;23602;9256;3332;7.08343
2311;3287;3287;23630;9244;3332;7.09184
2317;3300;3300;23680;9268;3332;7.10684
2318;3297;3297;23658;9272;3332;7.10024
2308;3296;3296;23662;9232;3332;7.10144
2319;3358;3358;24124;9276;3332;7.2401
2329;3364;3364;24092;9316;3332;7.23049
2323;3334;3334;23946;9292;3332;7.18667
2311;3319;3319;23870;9244;3332;7.16387
2320;3331;3331;23966;9280;3332;7.19268
2325;3316;3316;23768;9300;3332;7.13325
2323;3321;3321;23904;9292;3332;7.17407
2318;3304;3304;23690;9272;3332;7.10984
2320;3318;3318;23800;9280;3332;7.14286
2316;3318;3318;23828;9264;3332;7.15126
2317;3294;3294;23666;9268;3332;7.10264
2326;3365;3365;24170;9304;3332;7.2539
2329;3355;3355;24044;9316;3332;7.21609
2335;3362;3362;24048;9340;3332;7.21729
2314;3322;3322;23922;9256;3332;7.17947
2317;3329;3329;23926;9268;3332;7.18067
2326;3342;3342;24176;9304;3332;7.2557
2322;3305;3305;23788;9288;3332;7.13926
2320;3304;3304;23728;9280;3332;7.12125
2319;3301;3301;23704;9276;3332;7.11405
2317;3328;3328;23938;9268;3332;7.18427
2326;3310;3310;23770;9304;3332;7.13385
2328;3391;3391;24510;9312;3332;7.35594
2342;3390;3390;24272;9368;3332;7.28451
2343;3378;3378;24162;9372;3332;7.2515
2331;3352;3352;24022;9324;3332;7.20948
2333;3349;3349;24010;9332;3332;7.20588
2330;3336;3336;23948;9320;3332;7.18727
2337;3335;3335;23864;9348;3332;7.16206
2326;3321;3321;23822;9304;3332;7.14946
2332;3325;3325;23810;9328;3332;7.14586
2337;3329;3329;23808;9348;3332;7.14526
2332;3338;3338;23950;9328;3332;7.18788
2335;3329;3329;23832;9340;3332;7.15246
2339;3374;3374;24126;9356;3332;7.2407
2353;3403;3403;24510;9412;3332;7.35594
2335;3346;3346;23998;9340;3332;7.20228
2332;3356;3356;24080;9328;3332;7.22689
2327;3341;3341;24014;9308;3332;7.20708
2340;3355;3355;24254;9360;3332;7.27911
2337;3331;3331;23910;9348;3332;7.17587
2330;3320;3320;23872;9320;3332;7.16447
2329;3322;3322;23844;9316;3332;7.15606
2331;3333;3333;23960;9324;3332;7.19088
2326;3313;3313;23808;9304;3332;7.14526
2339;3401;3401;24386;9356;3332;7.31873
2335;3373;3373;24170;9340;3332;7.2539
2345;3390;3390;24410;9380;3332;7.32593
2337;3370;3370;24414;9348;3332;7.32713
2335;3364;3364;24178;9340;3332;7.2563
2337;3351;3351;24070;9348;3332;7.22389
2330;3336;3336;24020;9320;3332;7.20888
2332;3343;3343;24026;9328;3332;7.21068
2319;3296;3296;23772;9276;3332;7.13445
2323;3301;3301;23806;9292;3332;7.14466
2323;3317;3317;23898;9292;3332;7.17227
2326;3323;3323;23952;9304;3332;7.18848
2346;3396;3396;24484;9384;3332;7.34814
2341;3381;3381;24420;9364;3332;7.32893
2333;3361;3361;24396;9332;3332;7.32173
2336;3354;3354;24416;9344;3332;7.32773
2333;3355;3355;24180;9332;3332;7.2569
2330;3343;3343;24284;9320;3332;7.28812
2333;3342;3342;24264;9332;3332;7.28211
2330;3326;3326;24158;9320;3332;7.2503
2322;3308;3308;23892;9288;3332;7.17047
2325;3324;3324;23972;9300;3332;7.19448
2322;3304;3304;23860;9288;3332;7.16086
2342;3384;3384;24496;9368;3332;7.35174
2346;3397;3397;24518;9384;3332;7.35834
2349;3387;3387;24466;9396;3332;7.34274
2330;3353;3353;24394;9320;3332;7.32113
2334;3354;3354;24194;9336;3332;7.2611
2339;3351;3351;24350;9356;3332;7.30792
2335;3343;3343;24176;9340;3332;7.2557
2337;3329;3329;23988;9348;3332;7.19928
2337;3334;3334;24178;9348;3332;7.2563
2330;3320;3320;23940;9320;3332;7.18487
2335;3334;3334;23988;9340;3332;7.19928
2333;3325;3325;23964;9332;3332;7.19208
2358;3423;3423;24728;9432;3332;7.42137
2355;3401;3401;24578;9420;3332;7.37635
2340;3353;3353;24370;9360;3332;7.31393
2345;3359;3359;24334;9380;3332;7.30312
2339;3359;3359;24198;9356;3332;7.2623
2349;3358;3358;24284;9396;3332;7.28812
2347;3358;3358;24302;9388;3332;7.29352
2341;3332;3332;23946;9364;3332;7.18667
2344;3349;3349;24310;9376;3332;7.29592
2350;3363;3363;24340;9400;3332;7.30492
2348;3352;3352;24266;9392;3332;7.28271
2364;3423;3423;24618;9456;3332;7.38836
2363;3425;3425;24578;9452;3332;7.37635
2364;3432;3432;24752;9456;3332;7.42857
2358;3402;3402;24560;9432;3332;7.37095
2359;3382;3382;24270;9436;3332;7.28391
2360;3389;3389;24478;9440;3332;7.34634
2365;3382;3382;24396;9460;3332;7.32173
2356;3356;3356;24248;9424;3332;7.27731
2357;3348;3348;24006;9428;3332;7.20468
2355;3361;3361;24224;9420;3332;7.27011
