Time for expansion;Time for normal vector calc.;Determining materials;Determining connectivities;Reduced graph num vertices;num componenets;Time for smoothing;Determining visibilities;Setup active cells;Setup partition;Rate calculation;Memory Ray Tracing Data Structure;Level set time integration;Output;Time for Output;Total time step excl. Output;Total time step incl. Output;Chosen time step;Time;Left Time
0.00132624;0.000392307;0.000105549;0;0;0;0;0;0.000798718;0.001569;0.291606;146620;0.0019473;0;1.16997e-07;0.29775;0.297811;0.00618805;0.609778;79.3902
0.0012654;0.000371021;0.000104895;0;0;0;0;0;0.000762892;0.00150606;0.296067;146480;0.00108825;0;8.50414e-08;0.301172;0.301229;0.00661099;0.616389;79.3836
0.00128763;0.000373847;0.000105076;0;0;0;0;0;0.00076076;0.00150287;0.308807;146544;0.00168901;0;1.50001e-07;0.314532;0.314591;0.00670447;0.623093;79.3769
0.00156898;0.000391757;0.000108535;0;0;0;0;0;0.000826568;0.00152662;0.308606;146832;0.00113566;0;9.60426e-08;0.314169;0.314241;0.00666383;0.629757;79.3702
0.00127109;0.000372399;0.000105835;0;0;0;0;0;0.000765568;0.00150547;0.30012;146888;0.00162152;0;8.70205e-08;0.305767;0.305825;0.00651501;0.636272;79.3637
0.00126788;0.000371913;0.000105118;0;0;0;0;0;0.00077467;0.0015054;0.383081;146924;0.00114922;0;1.67987e-07;0.38826;0.388318;0.00675564;0.643028;79.357
0.00125371;0.000369595;0.000105105;0;0;0;0;0;0.000797439;0.00150326;0.342197;146924;0.00106394;0;8.39937e-08;0.347295;0.347371;0.00676363;0.649791;79.3502
0.0012593;0.000372367;0.000105261;0;0;0;0;0;0.000767748;0.00152005;0.304621;146888;0.00111601;0;1.71014e-07;0.309767;0.309828;0.0065942;0.656386;79.3436
0.00128784;0.000375184;0.00010476;0;0;0;0;0;0.000765556;0.0015356;0.300811;148344;0.00112177;0;1.53028e-07;0.306004;0.30606;0.00605721;0.662443;79.3376
0.00128639;0.000367798;0.000104583;0;0;0;0;0;0.000773048;0.00147694;0.32061;145204;0.0011159;0;8.20146e-08;0.32574;0.325789;0.00598664;0.668429;79.3316
0.00130483;0.000371402;0.000105126;0;0;0;0;0;0.000763004;0.00151707;0.325951;148364;0.0208095;0;6.00121e-08;0.350826;0.350883;0.00682457;0.675254;79.3247
0.0151902;0.000369222;0.000104268;0;0;0;0;0;0.000765379;0.00151235;0.316239;147740;0.00212608;0;8.70205e-08;0.336312;0.33637;0.00671023;0.681964;79.318
0.00159532;0.000376919;0.000106316;0;0;0;0;0;0.000761562;0.00177213;0.300376;147512;0.00111482;0;1.50001e-07;0.306109;0.306331;0.00682662;0.688791;79.3112
0.00126263;0.000372568;0.00010588;0;0;0;0;0;0.000765842;0.00151818;0.322326;147420;0.00105393;0;1.50001e-07;0.32741;0.327475;0.00680255;0.695593;79.3044
0.00138235;0.000391976;0.000108847;0;0;0;0;0;0.000820106;0.00150282;0.299556;147544;0.00152108;0;1.86032e-07;0.30529;0.305347;0.00668935;0.702283;79.2977
0.0013224;0.00037806;0.000106598;0;0;0;0;0;0.000761283;0.00151624;0.31568;147544;0.00107758;0;8.10251e-08;0.320848;0.320912;0.00684262;0.709125;79.2909
0.00127905;0.000373114;0.000106072;0;0;0;0;0;0.000760544;0.00151098;0.300517;147544;0.00117424;0;1.55997e-07;0.305726;0.305783;0.00665207;0.715777;79.2842
0.00161387;0.000371988;0.000105589;0;0;0;0;0;0.000759742;0.00151721;0.320017;147544;0.0010463;0;8.39937e-08;0.325437;0.325492;0.00680069;0.722578;79.2774
0.00125463;0.000374163;0.000104685;0;0;0;0;0;0.000756418;0.00149032;0.299864;147544;0.00107999;0;8.10251e-08;0.304929;0.304985;0.00647224;0.72905;79.2709
0.00126203;0.000368592;0.00010534;0;0;0;0;0;0.000761757;0.00152943;0.293567;148488;0.00104715;0;1.6205e-07;0.298646;0.298704;0.00654146;0.735592;79.2644
0.00128293;0.000370013;0.000105478;0;0;0;0;0;0.000758703;0.00152093;0.299452;147940;0.00105358;0;1.45053e-07;0.304549;0.3046;0.00619232;0.741784;79.2582
0.00126413;0.000372271;0.000104528;0;0;0;0;0;0.000758493;0.0015219;0.30996;148792;0.030266;0;1.22993e-07;0.344254;0.344311;0.00608834;0.747873;79.2521
0.00126529;0.000370027;0.000106166;0;0;0;0;0;0.000755735;0.00158558;0.295849;148704;0.00105242;0;1.44006e-07;0.30099;0.301056;0.00553486;0.753407;79.2466
0.00137293;0.000375334;0.000105219;0;0;0;0;0;0.000764884;0.00154075;0.294402;148216;0.00110368;0;1.50001e-07;0.29967;0.299726;0.00616172;0.759569;79.2404
0.00126782;0.000375391;0.00010464;0;0;0;0;0;0.000766652;0.00150995;0.290519;148216;0.00104447;0;8.10251e-08;0.295592;0.29565;0.00623402;0.765803;79.2342
0.00153473;0.000374751;0.000105093;0;0;0;0;0;0.000774637;0.00156339;0.308136;148184;0.00106617;0;1.73983e-07;0.313559;0.313625;0.00671948;0.772523;79.2275
0.00132108;0.000374937;0.000106525;0;0;0;0;0;0.000763355;0.00150236;0.31405;148260;0.00106891;0;1.47964e-07;0.319193;0.319256;0.0066427;0.779165;79.2208
0.0012952;0.000371694;0.000117321;0;0;0;0;0;0.000760483;0.00151142;0.299233;148224;0.00107821;0;6.60075e-08;0.304371;0.304429;0.00663991;0.785805;79.2142
0.00129957;0.00036939;0.000106204;0;0;0;0;0;0.000759378;0.00153031;0.302821;148224;0.00106251;0;7.80565e-08;0.307953;0.308006;0.00688391;0.792689;79.2073
0.00127285;0.000369825;0.000106156;0;0;0;0;0;0.00075903;0.00150851;0.326093;148012;0.00108855;0;5.69853e-08;0.331203;0.33126;0.00671417;0.799403;79.2006
0.00128311;0.000372532;0.000111148;0;0;0;0;0;0.000759312;0.00152187;0.296128;148048;0.00108001;0;1.34984e-07;0.301259;0.301317;0.00683779;0.806241;79.1938
0.00132035;0.000375372;0.000111204;0;0;0;0;0;0.000759153;0.00158088;0.30899;154496;0.00109115;0;2.65019e-07;0.314233;0.314286;0.00678629;0.813027;79.187
0.00127972;0.000372495;0.000104232;0;0;0;0;0;0.000767127;0.00146506;0.286812;142548;0.00112799;0;1.3801e-07;0.291933;0.291994;0.00606589;0.819093;79.1809
